window_id,spike_side,spike_price,spike_time,entry_side,entry_price,we_win,final_price,gross_pnl,fee,net_pnl
25_11_23_20_00_20_15,UP,90,848.0,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_23_21_00_21_15,DOWN,90,586.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_23_22_00_22_15,DOWN,90,247.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_23_23_00_23_15,DOWN,90,200.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_00_00_00_15,DOWN,90,305.4,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_01_00_01_15,UP,90,608.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_02_00_02_15,UP,90,145.7,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_04_00_04_15,UP,90,666.4,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_24_05_00_05_15,UP,90,376.3,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_06_00_06_15,DOWN,90,315.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_07_00_07_15,DOWN,90,840.3,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_08_00_08_15,DOWN,90,282.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_09_00_09_15,DOWN,90,453.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_10_00_10_15,UP,90,326.2,DOWN,11,False,96,-1.1000,0.217827,-1.3178
25_11_24_11_00_11_15,DOWN,91,505.7,UP,11,True,99,8.9000,0.217827,8.6822
25_11_24_13_00_13_15,UP,90,422.2,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_15_00_15_15,UP,90,392.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_16_00_16_15,UP,90,152.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_17_00_17_15,DOWN,90,604.4,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_18_00_18_15,UP,90,786.2,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_24_20_00_20_15,UP,90,474.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_24_22_00_22_15,UP,90,396.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_24_23_00_23_15,DOWN,90,596.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_00_00_00_15,DOWN,90,206.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_01_00_01_15,DOWN,90,435.0,UP,12,True,99,8.8000,0.232320,8.5677
25_11_25_01_00_01_15,UP,91,772.8,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_25_02_00_02_15,UP,90,643.1,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_03_00_03_15,DOWN,90,676.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_04_00_04_15,UP,90,319.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_25_07_00_07_15,DOWN,90,348.0,UP,12,True,99,8.8000,0.232320,8.5677
25_11_25_07_00_07_15,UP,90,848.2,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_25_09_00_09_15,DOWN,90,670.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_11_00_11_15,UP,90,833.9,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_25_12_00_12_15,UP,90,244.5,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_25_13_00_13_15,UP,91,816.6,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_11_25_14_00_14_15,UP,90,378.1,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_25_15_00_15_15,DOWN,90,218.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_17_00_17_15,UP,92,660.9,DOWN,9,False,1,-0.9000,0.186323,-1.0863
25_11_25_18_00_18_15,UP,90,565.8,DOWN,12,False,15,-1.2000,0.232320,-1.4323
25_11_25_19_00_19_15,DOWN,90,268.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_20_00_20_15,UP,90,802.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_21_00_21_15,DOWN,90,433.5,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_22_00_22_15,DOWN,90,150.7,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_25_23_00_23_15,UP,90,781.8,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_26_02_00_02_15,UP,90,717.8,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_11_26_03_00_03_15,UP,90,743.2,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_26_04_00_04_15,DOWN,95,495.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_26_05_00_05_15,UP,91,390.4,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_11_26_06_00_06_15,UP,90,422.3,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_26_07_00_07_15,DOWN,90,759.2,UP,12,True,99,8.8000,0.232320,8.5677
25_11_26_08_00_08_15,DOWN,95,480.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_26_09_00_09_15,DOWN,90,594.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_26_10_00_10_15,UP,90,173.2,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_26_11_00_11_15,UP,90,855.6,DOWN,12,False,3,-1.2000,0.232320,-1.4323
25_11_26_12_00_12_15,DOWN,90,196.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_26_14_00_14_15,DOWN,90,602.9,UP,12,True,99,8.8000,0.232320,8.5677
25_11_26_14_00_14_15,UP,90,744.8,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_26_15_00_15_15,UP,90,488.0,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_11_26_16_00_16_15,UP,90,259.2,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_26_17_00_17_15,UP,90,730.2,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_26_18_00_18_15,UP,90,534.4,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_11_26_19_00_19_15,DOWN,90,489.3,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_26_20_00_20_15,DOWN,90,351.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_26_22_00_22_15,UP,91,557.1,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_11_26_23_00_23_15,UP,90,475.2,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_27_00_00_00_15,DOWN,90,469.3,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_27_01_00_01_15,UP,92,301.5,DOWN,9,False,1,-0.9000,0.186323,-1.0863
25_11_27_03_00_03_15,UP,92,529.3,DOWN,9,True,98,9.1000,0.186323,8.9137
25_11_27_04_00_04_15,UP,90,614.2,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_11_27_05_00_05_15,DOWN,90,679.2,UP,12,True,97,8.8000,0.232320,8.5677
25_11_27_05_00_05_15,UP,94,842.4,DOWN,7,False,4,-0.7000,0.151357,-0.8514
25_11_27_06_00_06_15,UP,90,541.3,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_27_07_00_07_15,UP,90,762.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_27_08_00_08_15,DOWN,92,655.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_27_10_00_10_15,UP,90,436.4,DOWN,12,False,4,-1.2000,0.232320,-1.4323
25_11_27_11_00_11_15,DOWN,90,532.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_27_12_00_12_15,UP,90,700.1,DOWN,12,False,4,-1.2000,0.232320,-1.4323
25_11_27_13_00_13_15,DOWN,90,609.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_27_14_00_14_15,DOWN,90,741.2,UP,12,False,4,-1.2000,0.232320,-1.4323
25_11_27_15_00_15_15,DOWN,90,692.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_27_16_00_16_15,UP,90,815.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_27_18_00_18_15,DOWN,90,771.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_27_19_00_19_15,DOWN,90,220.8,UP,12,False,6,-1.2000,0.232320,-1.4323
25_11_27_22_00_22_15,UP,90,822.7,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_27_23_00_23_15,UP,90,304.9,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_28_00_00_00_15,DOWN,90,336.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_01_00_01_15,DOWN,91,534.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_28_02_00_02_15,UP,90,849.7,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_28_03_00_03_15,UP,91,728.1,DOWN,11,False,4,-1.1000,0.217827,-1.3178
25_11_28_04_00_04_15,UP,90,629.4,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_05_00_05_15,DOWN,90,300.1,UP,12,True,99,8.8000,0.232320,8.5677
25_11_28_05_00_05_15,UP,91,649.4,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_28_06_00_06_15,DOWN,90,286.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_08_00_08_15,UP,90,477.6,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_09_00_09_15,UP,90,615.7,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_28_10_00_10_15,DOWN,90,429.0,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_11_00_11_15,DOWN,90,371.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_12_00_12_15,UP,91,471.0,DOWN,10,False,1,-1.0000,0.202500,-1.2025
25_11_28_14_00_14_15,DOWN,92,767.4,UP,9,False,3,-0.9000,0.186323,-1.0863
25_11_28_15_00_15_15,DOWN,90,575.5,UP,12,True,99,8.8000,0.232320,8.5677
25_11_28_16_00_16_15,DOWN,90,328.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_17_00_17_15,UP,90,578.4,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_28_18_00_18_15,UP,92,705.3,DOWN,9,False,1,-0.9000,0.186323,-1.0863
25_11_28_19_00_19_15,UP,90,726.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_28_21_00_21_15,DOWN,94,769.0,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_28_22_00_22_15,UP,91,764.0,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_28_22_00_22_15,DOWN,96,796.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_28_23_00_23_15,UP,94,52.0,DOWN,7,True,99,9.3000,0.151357,9.1486
25_11_29_00_00_00_15,UP,90,398.6,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_29_01_00_01_15,UP,90,484.3,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_29_02_00_02_15,DOWN,90,543.1,UP,12,False,4,-1.2000,0.232320,-1.4323
25_11_29_03_00_03_15,UP,90,592.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_29_06_00_06_15,UP,90,708.7,DOWN,10,False,3,-1.0000,0.202500,-1.2025
25_11_29_07_00_07_15,DOWN,90,681.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_29_08_00_08_15,UP,90,619.5,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_29_09_00_09_15,DOWN,90,533.7,UP,12,False,3,-1.2000,0.232320,-1.4323
25_11_29_10_00_10_15,UP,90,698.2,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_29_11_00_11_15,UP,90,734.1,DOWN,11,False,4,-1.1000,0.217827,-1.3178
25_11_29_12_00_12_15,UP,90,456.8,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_29_16_00_16_15,DOWN,91,511.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_29_18_00_18_15,UP,90,676.3,DOWN,11,True,97,8.9000,0.217827,8.6822
25_11_29_19_00_19_15,UP,90,693.1,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_29_23_00_23_15,DOWN,90,776.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_01_00_01_15,UP,93,319.7,DOWN,8,False,1,-0.8000,0.169280,-0.9693
25_11_30_02_00_02_15,UP,90,275.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_05_00_05_15,DOWN,90,250.3,UP,12,False,3,-1.2000,0.232320,-1.4323
25_11_30_06_00_06_15,UP,90,394.4,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_30_06_00_06_15,DOWN,90,591.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_07_00_07_15,UP,90,694.3,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_08_00_08_15,UP,90,650.4,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_30_09_00_09_15,UP,90,567.2,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_10_00_10_15,DOWN,90,428.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_30_12_00_12_15,UP,90,432.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_14_00_14_15,DOWN,90,614.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_30_15_00_15_15,DOWN,90,349.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_30_16_00_16_15,UP,90,803.4,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_17_00_17_15,DOWN,90,183.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_30_18_00_18_15,DOWN,90,206.9,UP,11,False,3,-1.1000,0.217827,-1.3178
25_11_30_20_00_20_15,UP,94,414.5,DOWN,9,False,2,-0.9000,0.186323,-1.0863
25_11_30_21_00_21_15,DOWN,91,574.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_30_22_00_22_15,UP,90,364.9,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_30_23_00_23_15,DOWN,90,252.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_01_01_00_01_15,UP,90,189.9,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_01_02_00_02_15,UP,90,330.4,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_01_03_00_03_15,DOWN,90,496.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_01_04_00_04_15,DOWN,90,599.4,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_01_06_00_06_15,UP,90,536.7,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_01_07_00_07_15,DOWN,93,540.1,UP,9,False,2,-0.9000,0.186323,-1.0863
25_12_01_08_00_08_15,DOWN,90,709.9,UP,12,False,4,-1.2000,0.232320,-1.4323
25_12_01_11_00_11_15,DOWN,90,337.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_01_12_00_12_15,DOWN,90,488.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_01_13_00_13_15,UP,90,141.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_01_14_00_14_15,UP,90,255.8,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_12_01_15_00_15_15,DOWN,90,560.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_01_16_00_16_15,DOWN,90,410.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_01_17_00_17_15,UP,90,412.1,DOWN,12,False,4,-1.2000,0.232320,-1.4323
25_12_01_18_00_18_15,UP,90,666.7,DOWN,10,False,1,-1.0000,0.202500,-1.2025
25_12_01_19_00_19_15,DOWN,90,438.5,UP,12,False,3,-1.2000,0.232320,-1.4323
25_12_01_20_00_20_15,UP,90,115.9,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_01_21_00_21_15,UP,90,414.1,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_01_22_00_22_15,UP,90,312.9,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_12_02_00_00_00_15,UP,90,425.1,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_02_01_00_01_15,UP,90,296.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_04_00_04_15,UP,90,737.1,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_02_05_00_05_15,DOWN,90,371.1,UP,11,True,99,8.9000,0.217827,8.6822
25_12_02_05_00_05_15,UP,92,733.3,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_02_06_00_06_15,DOWN,90,572.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_07_00_07_15,DOWN,90,362.9,UP,12,False,3,-1.2000,0.232320,-1.4323
25_12_02_08_00_08_15,DOWN,90,509.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_09_00_09_15,UP,90,333.1,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_10_00_10_15,UP,90,363.3,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_02_12_00_12_15,UP,90,447.7,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_12_02_13_00_13_15,DOWN,90,496.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_02_14_00_14_15,UP,90,473.6,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_15_00_15_15,UP,90,194.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_16_00_16_15,UP,90,535.0,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_02_17_00_17_15,UP,92,305.6,DOWN,8,False,2,-0.8000,0.169280,-0.9693
25_12_02_18_00_18_15,UP,90,423.4,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_02_19_00_19_15,UP,90,323.7,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_12_02_20_00_20_15,DOWN,90,302.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_21_00_21_15,UP,90,443.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_02_22_00_22_15,UP,90,201.4,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_02_23_00_23_15,DOWN,90,447.3,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_03_00_00_00_15,UP,90,579.6,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_03_01_00_01_15,UP,90,706.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_02_00_02_15,UP,90,270.8,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_03_03_00_03_15,DOWN,90,477.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_04_00_04_15,UP,90,515.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_06_00_06_15,UP,90,525.7,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_03_07_00_07_15,DOWN,90,511.7,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_08_00_08_15,UP,90,355.9,DOWN,11,True,99,8.9000,0.217827,8.6822
25_12_03_09_00_09_15,UP,90,742.6,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_11_00_11_15,DOWN,90,647.7,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_13_00_13_15,UP,90,725.8,DOWN,11,False,15,-1.1000,0.217827,-1.3178
25_12_03_14_00_14_15,DOWN,90,99.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_03_15_00_15_15,UP,90,241.8,DOWN,12,True,99,8.8000,0.232320,8.5677
25_12_03_15_00_15_15,DOWN,92,857.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_16_00_16_15,DOWN,90,430.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_03_17_00_17_15,UP,90,672.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_18_00_18_15,UP,90,570.7,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_19_00_19_15,UP,90,493.9,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_03_20_00_20_15,DOWN,90,785.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_03_21_00_21_15,UP,90,680.3,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_03_22_00_22_15,DOWN,90,574.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_03_23_00_23_15,UP,90,421.6,DOWN,11,True,98,8.9000,0.217827,8.6822
25_12_03_23_00_23_15,DOWN,92,824.0,UP,12,False,6,-1.2000,0.232320,-1.4323
25_12_04_00_00_00_15,DOWN,90,572.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_01_00_01_15,UP,90,353.4,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_02_00_02_15,UP,90,350.7,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_03_00_03_15,DOWN,90,728.7,UP,12,False,4,-1.2000,0.232320,-1.4323
25_12_04_05_00_05_15,DOWN,90,421.0,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_04_06_00_06_15,UP,90,685.9,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_07_00_07_15,DOWN,91,595.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_08_00_08_15,UP,90,261.8,DOWN,11,True,99,8.9000,0.217827,8.6822
25_12_04_08_00_08_15,DOWN,90,589.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_04_09_00_09_15,UP,90,366.6,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_12_00_12_15,UP,90,817.3,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_04_14_00_14_15,UP,90,549.7,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_04_15_00_15_15,UP,90,319.2,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_04_16_00_16_15,DOWN,91,218.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_17_00_17_15,DOWN,90,437.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_04_20_00_20_15,DOWN,90,482.3,UP,11,True,99,8.9000,0.217827,8.6822
25_12_04_20_00_20_15,UP,91,795.7,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_12_05_00_00_00_15,UP,90,241.6,DOWN,12,False,9,-1.2000,0.232320,-1.4323
25_12_05_01_00_01_15,UP,90,371.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_03_00_03_15,UP,90,516.3,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_05_04_00_04_15,UP,90,337.1,DOWN,12,False,7,-1.2000,0.232320,-1.4323
25_12_05_05_00_05_15,UP,90,323.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_06_00_06_15,UP,90,405.4,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_05_07_00_07_15,UP,90,492.2,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_12_05_08_00_08_15,DOWN,90,283.2,UP,12,False,3,-1.2000,0.232320,-1.4323
25_12_05_10_00_10_15,UP,90,380.2,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_11_00_11_15,UP,90,400.1,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_13_00_13_15,DOWN,90,409.3,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_13_00_13_15,UP,90,714.2,DOWN,11,True,99,8.9000,0.217827,8.6822
25_12_05_14_00_14_15,UP,90,510.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_15_00_15_15,UP,90,155.7,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_05_16_00_16_15,DOWN,90,304.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_05_17_00_17_15,DOWN,90,721.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_05_18_00_18_15,UP,90,433.9,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_12_05_19_00_19_15,UP,90,652.6,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_12_05_20_00_20_15,DOWN,90,482.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_21_00_21_15,UP,91,656.1,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_12_05_22_00_22_15,DOWN,91,670.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_05_23_00_23_15,DOWN,90,187.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_06_00_00_00_15,DOWN,90,120.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_06_01_00_01_15,DOWN,90,346.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_06_02_00_02_15,DOWN,90,328.8,UP,12,False,15,-1.2000,0.232320,-1.4323
25_12_06_03_00_03_15,UP,90,247.5,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_06_04_00_04_15,DOWN,90,651.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_06_05_00_05_15,UP,90,569.6,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_06_06_00_06_15,UP,90,717.2,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_06_09_00_09_15,UP,90,473.3,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_12_06_11_00_11_15,UP,90,675.9,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_06_12_00_12_15,DOWN,90,654.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_06_13_00_13_15,UP,90,796.0,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_12_06_14_00_14_15,UP,90,693.2,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_12_06_15_00_15_15,DOWN,90,379.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_06_16_00_16_15,UP,90,226.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_12_06_18_00_18_15,DOWN,90,542.3,UP,12,True,99,8.8000,0.232320,8.5677
25_12_06_18_00_18_15,UP,92,844.0,DOWN,9,False,2,-0.9000,0.186323,-1.0863
25_12_06_19_00_19_15,UP,90,454.8,DOWN,12,True,99,8.8000,0.232320,8.5677
25_12_06_21_00_21_15,DOWN,90,620.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_06_22_00_22_15,DOWN,91,561.4,UP,10,False,2,-1.0000,0.202500,-1.2025
25_12_06_23_00_23_15,DOWN,95,206.5,UP,7,False,2,-0.7000,0.151357,-0.8514
25_12_07_00_00_00_15,UP,90,326.6,DOWN,11,True,99,8.9000,0.217827,8.6822
25_12_07_00_00_00_15,DOWN,90,827.4,UP,12,False,2,-1.2000,0.232320,-1.4323
25_12_07_01_00_01_15,UP,91,602.0,DOWN,10,False,1,-1.0000,0.202500,-1.2025
25_12_07_02_00_02_15,UP,90,276.7,DOWN,11,False,4,-1.1000,0.217827,-1.3178
25_12_07_03_00_03_15,DOWN,90,436.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_07_04_00_04_15,UP,91,515.1,DOWN,10,True,99,9.0000,0.202500,8.7975
25_12_07_04_00_04_15,DOWN,92,695.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_12_07_06_00_06_15,UP,90,495.6,DOWN,12,False,3,-1.2000,0.232320,-1.4323
25_12_07_07_00_07_15,DOWN,91,255.9,UP,12,False,2,-1.2000,0.232320,-1.4323
