window_id,spike_side,spike_price,spike_time,entry_side,entry_price,we_win,final_price,gross_pnl,fee,net_pnl
25_11_11_19_00_19_15,DOWN,90,337.3,UP,12,False,5,-1.2000,0.232320,-1.4323
25_11_11_21_00_21_15,UP,90,621.5,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_12_00_00_00_15,UP,90,141.0,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_12_02_00_02_15,UP,90,746.8,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_12_03_00_03_15,UP,90,756.8,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_12_10_00_10_15,UP,90,484.0,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_12_11_00_11_15,UP,90,410.6,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_12_12_00_12_15,UP,91,668.1,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_12_13_00_13_15,DOWN,90,571.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_12_15_00_15_15,UP,90,651.7,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_12_15_00_15_15,DOWN,90,817.2,UP,12,False,3,-1.2000,0.232320,-1.4323
25_11_12_19_00_19_15,DOWN,90,417.2,UP,11,False,4,-1.1000,0.217827,-1.3178
25_11_12_20_00_20_15,UP,90,568.2,DOWN,12,False,4,-1.2000,0.232320,-1.4323
25_11_13_00_00_00_15,UP,90,509.9,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_13_01_00_01_15,UP,90,563.7,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_13_02_00_02_15,UP,91,482.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_13_06_00_06_15,UP,91,750.4,DOWN,12,False,5,-1.2000,0.232320,-1.4323
25_11_13_07_00_07_15,UP,90,581.1,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_13_08_00_08_15,UP,92,674.5,DOWN,12,False,32,-1.2000,0.232320,-1.4323
25_11_13_10_00_10_15,UP,90,492.2,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_13_15_00_15_15,DOWN,90,252.9,UP,12,False,19,-1.2000,0.232320,-1.4323
25_11_13_16_00_16_15,DOWN,90,724.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_13_18_00_18_15,DOWN,90,610.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_13_21_00_21_15,UP,90,347.7,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_13_22_00_22_15,UP,90,542.4,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_14_01_00_01_15,DOWN,90,623.3,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_14_06_00_06_15,DOWN,90,489.6,UP,12,False,4,-1.2000,0.232320,-1.4323
25_11_14_08_00_08_15,DOWN,90,602.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_14_09_00_09_15,UP,90,780.5,DOWN,11,True,99,8.9000,0.217827,8.6822
25_11_14_19_00_19_15,UP,90,733.2,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_14_22_00_22_15,UP,90,376.0,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_14_23_00_23_15,DOWN,90,229.2,UP,12,False,0,-1.2000,0.232320,-1.4323
25_11_15_00_00_00_15,UP,90,253.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_15_04_00_04_15,DOWN,90,371.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_15_05_00_05_15,DOWN,90,757.1,UP,11,False,3,-1.1000,0.217827,-1.3178
25_11_15_06_00_06_15,UP,90,721.1,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_15_12_00_12_15,DOWN,90,589.0,UP,12,True,99,8.8000,0.232320,8.5677
25_11_15_13_00_13_15,UP,90,535.3,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_15_15_00_15_15,UP,90,588.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_15_16_00_16_15,DOWN,91,362.7,UP,10,False,2,-1.0000,0.202500,-1.2025
25_11_15_18_00_18_15,UP,91,778.3,DOWN,12,False,4,-1.2000,0.232320,-1.4323
25_11_15_20_00_20_15,DOWN,91,466.3,UP,10,False,2,-1.0000,0.202500,-1.2025
25_11_15_21_00_21_15,UP,90,376.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_15_23_00_23_15,DOWN,90,529.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_01_00_01_15,DOWN,90,86.8,UP,12,True,99,8.8000,0.232320,8.5677
25_11_16_04_00_04_15,UP,90,605.2,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_16_05_00_05_15,UP,90,428.7,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_08_00_08_15,DOWN,90,493.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_09_00_09_15,DOWN,90,294.3,UP,11,False,3,-1.1000,0.217827,-1.3178
25_11_16_13_00_13_15,DOWN,90,352.6,UP,11,True,99,8.9000,0.217827,8.6822
25_11_16_15_00_15_15,DOWN,90,244.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_19_00_19_15,UP,90,619.7,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_16_20_00_20_15,UP,90,306.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_21_00_21_15,DOWN,90,304.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_22_00_22_15,DOWN,90,279.0,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_16_23_00_23_15,DOWN,92,116.6,UP,10,False,2,-1.0000,0.202500,-1.2025
25_11_17_00_00_00_15,UP,90,700.6,DOWN,11,True,97,8.9000,0.217827,8.6822
25_11_17_02_00_02_15,UP,90,368.8,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_17_03_00_03_15,UP,90,433.3,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_17_04_00_04_15,DOWN,90,593.1,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_17_05_00_05_15,DOWN,90,662.5,UP,12,False,3,-1.2000,0.232320,-1.4323
25_11_17_07_00_07_15,UP,91,470.2,DOWN,10,False,1,-1.0000,0.202500,-1.2025
25_11_17_09_00_09_15,DOWN,90,169.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_17_10_00_10_15,UP,90,696.3,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_17_11_00_11_15,UP,90,600.7,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_17_12_00_12_15,DOWN,90,543.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_17_13_00_13_15,DOWN,90,554.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_17_14_00_14_15,UP,94,831.6,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_17_15_00_15_15,DOWN,90,553.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_17_17_00_17_15,DOWN,90,406.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_17_18_00_18_15,UP,91,387.0,DOWN,10,False,3,-1.0000,0.202500,-1.2025
25_11_17_19_00_19_15,DOWN,90,775.3,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_17_21_00_21_15,UP,91,718.3,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_11_18_00_00_00_15,UP,90,684.5,DOWN,12,False,29,-1.2000,0.232320,-1.4323
25_11_18_02_00_02_15,DOWN,92,157.7,UP,10,False,2,-1.0000,0.202500,-1.2025
25_11_18_03_00_03_15,DOWN,90,259.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_18_04_00_04_15,DOWN,90,336.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_18_05_00_05_15,UP,93,806.1,DOWN,9,False,7,-0.9000,0.186323,-1.0863
25_11_18_08_00_08_15,UP,90,369.9,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_18_10_00_10_15,UP,90,847.9,DOWN,11,False,61,-1.1000,0.217827,-1.3178
25_11_18_14_00_14_15,DOWN,90,693.5,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_18_15_00_15_15,UP,90,593.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_18_16_00_16_15,UP,90,678.4,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_18_18_00_18_15,UP,90,302.2,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_18_19_00_19_15,UP,91,727.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_18_20_00_20_15,DOWN,90,660.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_18_21_00_21_15,UP,90,626.3,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_18_22_00_22_15,UP,90,185.1,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_11_18_23_00_23_15,DOWN,90,533.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_00_00_00_15,DOWN,90,142.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_19_01_00_01_15,DOWN,90,608.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_02_00_02_15,UP,90,587.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_04_00_04_15,DOWN,93,772.3,UP,9,False,2,-0.9000,0.186323,-1.0863
25_11_19_06_00_06_15,UP,90,549.6,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_07_00_07_15,UP,90,306.1,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_09_00_09_15,DOWN,90,263.4,UP,12,False,1,-1.2000,0.232320,-1.4323
25_11_19_10_00_10_15,UP,90,479.2,DOWN,12,False,45,-1.2000,0.232320,-1.4323
25_11_19_12_00_12_15,UP,90,395.9,DOWN,12,False,8,-1.2000,0.232320,-1.4323
25_11_19_13_00_13_15,DOWN,90,322.7,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_14_00_14_15,DOWN,90,547.6,UP,12,True,99,8.8000,0.232320,8.5677
25_11_19_15_00_15_15,UP,90,506.1,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_19_17_00_17_15,DOWN,90,521.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_19_00_19_15,DOWN,90,730.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_20_00_20_15,DOWN,91,530.7,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_19_22_00_22_15,DOWN,91,664.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_19_23_00_23_15,UP,90,194.7,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_20_02_00_02_15,DOWN,90,607.0,UP,11,True,99,8.9000,0.217827,8.6822
25_11_20_04_00_04_15,UP,90,734.6,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_06_00_06_15,UP,90,475.9,DOWN,12,False,3,-1.2000,0.232320,-1.4323
25_11_20_07_00_07_15,UP,90,733.7,DOWN,11,False,63,-1.1000,0.217827,-1.3178
25_11_20_08_00_08_15,DOWN,90,719.0,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_20_10_00_10_15,DOWN,90,434.7,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_11_00_11_15,DOWN,90,373.3,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_20_12_00_12_15,DOWN,92,809.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_14_00_14_15,DOWN,90,239.3,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_15_00_15_15,DOWN,90,384.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_16_00_16_15,DOWN,93,294.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_17_00_17_15,DOWN,90,426.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_20_18_00_18_15,UP,90,669.0,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_20_19_00_19_15,DOWN,90,291.4,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_20_20_00_20_15,DOWN,90,492.9,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_21_00_21_15,UP,90,326.6,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_20_22_00_22_15,UP,90,406.1,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_20_23_00_23_15,DOWN,90,427.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_21_00_00_00_15,UP,90,352.5,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_21_01_00_01_15,DOWN,90,801.4,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_21_02_00_02_15,DOWN,90,322.6,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_21_03_00_03_15,UP,90,327.5,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_21_04_00_04_15,DOWN,90,621.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_21_05_00_05_15,UP,91,840.2,DOWN,11,False,3,-1.1000,0.217827,-1.3178
25_11_21_08_00_08_15,UP,91,672.3,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_21_09_00_09_15,UP,90,669.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_21_10_00_10_15,UP,90,730.6,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_21_11_00_11_15,UP,90,462.3,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_21_12_00_12_15,DOWN,90,515.1,UP,11,False,41,-1.1000,0.217827,-1.3178
25_11_21_13_00_13_15,UP,90,540.7,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_21_14_00_14_15,DOWN,90,788.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_21_16_00_16_15,DOWN,90,317.9,UP,11,False,60,-1.1000,0.217827,-1.3178
25_11_21_17_00_17_15,UP,90,463.4,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_21_18_00_18_15,DOWN,90,226.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_21_19_00_19_15,UP,90,605.8,DOWN,12,True,98,8.8000,0.232320,8.5677
25_11_21_20_00_20_15,DOWN,90,483.5,UP,11,False,4,-1.1000,0.217827,-1.3178
25_11_21_21_00_21_15,UP,90,846.5,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_21_23_00_23_15,UP,93,789.5,DOWN,10,False,1,-1.0000,0.202500,-1.2025
25_11_22_02_00_02_15,DOWN,91,395.3,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_22_04_00_04_15,DOWN,90,256.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_06_00_06_15,DOWN,90,553.4,UP,12,False,10,-1.2000,0.232320,-1.4323
25_11_22_07_00_07_15,DOWN,90,581.9,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_22_08_00_08_15,DOWN,90,587.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_09_00_09_15,UP,90,555.1,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_10_00_10_15,UP,90,649.3,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_11_00_11_15,UP,90,522.1,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_22_12_00_12_15,DOWN,90,489.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_13_00_13_15,DOWN,90,265.9,UP,12,True,99,8.8000,0.232320,8.5677
25_11_22_13_00_13_15,UP,90,613.9,DOWN,10,False,2,-1.0000,0.202500,-1.2025
25_11_22_14_00_14_15,UP,90,176.0,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_22_15_00_15_15,DOWN,90,615.8,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_22_16_00_16_15,UP,91,535.6,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_22_18_00_18_15,UP,91,632.7,DOWN,11,False,5,-1.1000,0.217827,-1.3178
25_11_22_19_00_19_15,UP,90,576.1,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_22_20_00_20_15,UP,90,207.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_21_00_21_15,DOWN,90,601.8,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_22_22_00_22_15,UP,95,801.9,DOWN,9,False,3,-0.9000,0.186323,-1.0863
25_11_23_02_00_02_15,DOWN,90,663.3,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_03_00_03_15,DOWN,90,781.2,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_23_04_00_04_15,UP,90,588.0,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_05_00_05_15,DOWN,90,583.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_06_00_06_15,UP,90,495.8,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_23_06_00_06_15,DOWN,90,841.0,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_07_00_07_15,DOWN,90,323.1,UP,12,True,99,8.8000,0.232320,8.5677
25_11_23_08_00_08_15,UP,90,485.7,DOWN,11,False,1,-1.1000,0.217827,-1.3178
25_11_23_09_00_09_15,UP,90,769.2,DOWN,12,False,1,-1.2000,0.232320,-1.4323
25_11_23_10_00_10_15,DOWN,90,408.2,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_11_00_11_15,DOWN,90,450.1,UP,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_13_00_13_15,UP,90,310.8,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_23_14_00_14_15,UP,90,201.8,DOWN,12,True,99,8.8000,0.232320,8.5677
25_11_23_14_00_14_15,DOWN,90,620.6,UP,12,False,2,-1.2000,0.232320,-1.4323
25_11_23_15_00_15_15,UP,90,643.8,DOWN,11,False,2,-1.1000,0.217827,-1.3178
25_11_23_18_00_18_15,UP,90,503.8,DOWN,12,False,2,-1.2000,0.232320,-1.4323
25_11_23_19_00_19_15,UP,90,308.7,DOWN,11,False,2,-1.1000,0.217827,-1.3178
