window_id,side,first_touch_time,entry_time,entry_price,spike_min,spike_max,exit_reason,exit_time,exit_price,pnl_per_share,pnl_invested,winner_at_settle,time_held,sl_triggered,tp_triggered,dynamic_sl_level
25_12_09_12_00_12_15,DOWN,819.669,829.669,92,92,99,TAKE_PROFIT,830.149,97,0.05,0.0543,DOWN,0.48,False,True,86
25_12_09_13_00_13_15,DOWN,564.81,574.81,91,90,94,STOP_LOSS,643.072,84,-0.07,-0.0769,DOWN,68.26,True,False,86
25_12_09_14_15_14_30,DOWN,1464.481,1474.481,91,90,94,TAKE_PROFIT,1523.392,97,0.06,0.0659,DOWN,48.91,False,True,86
25_12_09_16_45_17_00,DOWN,3580.552,3590.552,92,89,97,TAKE_PROFIT,3591.727,97,0.05,0.0543,DOWN,1.17,False,True,86
25_12_09_17_30_17_45,UP,2601.566,2611.566,92,88,94,STOP_LOSS,2626.888,85,-0.07,-0.0761,UP,15.32,True,False,86
25_12_09_19_15_19_30,UP,1702.772,1712.772,92,91,95,TAKE_PROFIT,1741.5,97,0.05,0.0543,UP,28.73,False,True,86
25_12_09_19_30_19_45,DOWN,2558.179,2568.179,91,92,94,TAKE_PROFIT,2570.901,97,0.06,0.0659,DOWN,2.72,False,True,86
25_12_09_19_45_20_00,UP,3238.137,3248.137,91,91,96,STOP_LOSS,3367.219,85,-0.06,-0.0659,UP,119.08,True,False,86
25_12_09_20_30_20_45,DOWN,2648.824,2658.824,92,90,95,TAKE_PROFIT,2671.62,97,0.05,0.0543,DOWN,12.8,False,True,86
25_12_09_21_15_21_30,UP,1485.598,1495.598,91,91,94,TAKE_PROFIT,1584.4,97,0.06,0.0659,UP,88.8,False,True,86
25_12_09_22_00_22_15,UP,639.019,649.019,91,90,93,STOP_LOSS,687.618,85,-0.06,-0.0659,UP,38.6,True,False,86
25_12_09_22_45_23_00,DOWN,3289.18,3299.18,91,88,93,STOP_LOSS,3319.348,85,-0.06,-0.0659,DOWN,20.17,True,False,86
25_12_10_01_15_01_30,UP,1784.625,1794.625,91,91,99,TAKE_PROFIT,1794.812,97,0.06,0.0659,UP,0.19,False,True,86
25_12_10_01_45_02_00,UP,3383.146,3393.146,91,91,96,TAKE_PROFIT,3393.912,97,0.06,0.0659,UP,0.77,False,True,86
25_12_10_02_15_02_30,UP,1200.17,1210.17,92,90,93,TAKE_PROFIT,1325.636,97,0.05,0.0543,UP,115.47,False,True,86
25_12_10_03_45_04_00,DOWN,3504.99,3514.99,93,93,97,TAKE_PROFIT,3543.32,97,0.04,0.043,DOWN,28.33,False,True,86
25_12_10_04_45_05_00,DOWN,3580.449,3590.449,91,92,99,TAKE_PROFIT,3591.341,97,0.06,0.0659,DOWN,0.89,False,True,86
25_12_10_05_15_05_30,DOWN,1689.179,1699.179,91,93,98,TAKE_PROFIT,1699.839,97,0.06,0.0659,DOWN,0.66,False,True,86
25_12_10_06_30_06_45,UP,2529.594,2539.594,91,88,99,SETTLEMENT_WIN,2537.715,100,0.09,0.0989,UP,-1.88,False,False,86
25_12_10_07_30_07_45,UP,2383.43,2393.43,91,88,93,STOP_LOSS,2406.859,85,-0.06,-0.0659,UP,13.43,True,False,86
25_12_10_07_45_08_00,UP,3364.51,3374.51,91,91,94,TAKE_PROFIT,3479.877,97,0.06,0.0659,UP,105.37,False,True,86
25_12_10_08_15_08_30,UP,1755.41,1765.41,91,90,98,TAKE_PROFIT,1766.242,97,0.06,0.0659,UP,0.83,False,True,86
25_12_10_08_45_09_00,UP,3401.947,3411.947,91,89,93,TAKE_PROFIT,3466.251,97,0.06,0.0659,UP,54.3,False,True,86
25_12_10_09_30_09_45,UP,2288.005,2298.005,91,89,93,STOP_LOSS,2325.893,85,-0.06,-0.0659,UP,27.89,True,False,86
25_12_10_12_00_12_15,DOWN,732.335,742.335,91,89,93,STOP_LOSS,751.488,85,-0.06,-0.0659,DOWN,9.15,True,False,86
25_12_10_16_00_16_15,UP,716.884,726.884,91,88,95,TAKE_PROFIT,733.494,97,0.06,0.0659,UP,6.61,False,True,86
25_12_10_16_45_17_00,DOWN,3355.115,3365.115,91,90,94,TAKE_PROFIT,3381.681,97,0.06,0.0659,DOWN,16.57,False,True,86
25_12_10_18_45_19_00,DOWN,3350.382,3360.382,91,88,93,TAKE_PROFIT,3384.439,97,0.06,0.0659,DOWN,24.06,False,True,86
25_12_10_19_00_19_15,UP,742.067,752.067,91,88,94,TAKE_PROFIT,774.66,97,0.06,0.0659,UP,22.59,False,True,86
25_12_10_20_00_20_15,UP,525.773,535.773,91,88,93,TAKE_PROFIT,575.41,97,0.06,0.0659,UP,39.64,False,True,86
25_12_10_20_30_20_45,UP,2592.375,2602.375,91,91,95,STOP_LOSS,2625.353,85,-0.06,-0.0659,UP,22.98,True,False,86
25_12_10_21_30_21_45,UP,2319.449,2329.449,91,91,93,STOP_LOSS,2445.745,85,-0.06,-0.0659,UP,116.3,True,False,86
25_12_10_21_45_22_00,UP,3136.9,3146.9,91,90,95,STOP_LOSS,3193.489,80,-0.11,-0.1209,DOWN,46.59,True,False,86
25_12_10_22_15_22_30,UP,1535.494,1545.494,91,91,97,TAKE_PROFIT,1564.316,97,0.06,0.0659,UP,18.82,False,True,86
25_12_10_22_45_23_00,UP,3558.251,3568.251,91,94,98,STOP_LOSS,3569.522,85,-0.06,-0.0659,UP,1.27,True,False,86
25_12_10_23_15_23_30,DOWN,1617.685,1627.685,91,89,95,TAKE_PROFIT,1632.383,97,0.06,0.0659,DOWN,4.7,False,True,86
25_12_11_00_00_00_15,UP,896.533,906.533,91,91,97,SETTLEMENT_WIN,899.843,100,0.09,0.0989,UP,-6.69,False,False,86
25_12_11_00_45_01_00,UP,3475.07,3485.07,91,90,97,TAKE_PROFIT,3486.13,97,0.06,0.0659,UP,1.06,False,True,86
25_12_11_02_00_02_15,DOWN,423.496,433.496,91,90,93,TAKE_PROFIT,449.842,97,0.06,0.0659,DOWN,16.35,False,True,86
25_12_11_02_15_02_30,DOWN,1704.212,1714.212,91,90,93,TAKE_PROFIT,1731.262,97,0.06,0.0659,DOWN,17.05,False,True,86
25_12_11_02_30_02_45,UP,2556.951,2566.951,91,88,93,STOP_LOSS,2583.848,85,-0.06,-0.0659,DOWN,16.9,True,False,86
25_12_11_04_00_04_15,UP,663.694,673.694,91,91,94,TAKE_PROFIT,693.744,97,0.06,0.0659,UP,20.05,False,True,86
25_12_11_04_15_04_30,DOWN,1695.919,1705.919,93,89,97,TAKE_PROFIT,1725.952,97,0.04,0.043,DOWN,20.03,False,True,86
25_12_11_07_15_07_30,DOWN,1564.249,1574.249,91,88,93,STOP_LOSS,1592.107,85,-0.06,-0.0659,DOWN,17.86,True,False,86
25_12_11_08_00_08_15,DOWN,558.411,568.411,91,89,95,TAKE_PROFIT,570.507,97,0.06,0.0659,DOWN,2.1,False,True,86
25_12_11_10_15_10_30,DOWN,1356.625,1366.625,91,89,93,TAKE_PROFIT,1418.48,97,0.06,0.0659,DOWN,51.86,False,True,86
25_12_11_11_15_11_30,DOWN,1644.783,1654.783,91,90,93,TAKE_PROFIT,1667.01,97,0.06,0.0659,DOWN,12.23,False,True,86
25_12_11_11_45_12_00,DOWN,3585.765,3595.765,91,90,99,TAKE_PROFIT,3595.877,97,0.06,0.0659,DOWN,0.11,False,True,86
25_12_11_14_00_14_15,UP,823.409,833.409,91,89,97,TAKE_PROFIT,834.021,97,0.06,0.0659,UP,0.61,False,True,86
25_12_11_14_15_14_30,UP,1534.542,1544.542,91,91,93,STOP_LOSS,1608.88,85,-0.06,-0.0659,DOWN,64.34,True,False,86
25_12_11_15_30_15_45,DOWN,2310.995,2320.995,91,90,93,TAKE_PROFIT,2356.459,97,0.06,0.0659,DOWN,35.46,False,True,86
25_12_11_15_45_16_00,UP,3521.397,3531.397,91,89,94,TAKE_PROFIT,3538.004,97,0.06,0.0659,UP,6.61,False,True,86
25_12_11_16_30_16_45,UP,2308.572,2318.572,91,90,94,TAKE_PROFIT,2347.823,97,0.06,0.0659,UP,29.25,False,True,86
25_12_11_17_00_17_15,UP,628.722,638.722,91,91,94,STOP_LOSS,647.748,83,-0.08,-0.0879,UP,9.03,True,False,86
25_12_11_17_30_17_45,DOWN,2669.6,2679.6,91,90,93,TAKE_PROFIT,2689.545,97,0.06,0.0659,DOWN,9.95,False,True,86
25_12_11_17_45_18_00,DOWN,3430.524,3440.524,91,89,95,TAKE_PROFIT,3445.273,97,0.06,0.0659,DOWN,4.75,False,True,86
25_12_11_18_15_18_30,UP,1728.464,1738.464,92,89,93,STOP_LOSS,1746.503,84,-0.08,-0.087,UP,8.04,True,False,86
25_12_11_19_45_20_00,DOWN,3173.258,3183.258,91,90,93,TAKE_PROFIT,3252.193,97,0.06,0.0659,DOWN,68.94,False,True,86
25_12_11_20_15_20_30,DOWN,1479.386,1489.386,91,90,95,TAKE_PROFIT,1510.459,97,0.06,0.0659,DOWN,21.07,False,True,86
25_12_11_20_30_20_45,UP,2007.587,2017.587,91,90,93,STOP_LOSS,2155.137,85,-0.06,-0.0659,UP,137.55,True,False,86
25_12_11_22_00_22_15,UP,773.04,783.04,91,90,94,TAKE_PROFIT,788.197,97,0.06,0.0659,UP,5.16,False,True,86
25_12_11_23_15_23_30,DOWN,1793.627,1803.627,93,91,99,SETTLEMENT_WIN,1798.96,100,0.07,0.0753,DOWN,-4.67,False,False,86
25_12_11_23_30_23_45,UP,2100.556,2110.556,91,91,93,TAKE_PROFIT,2305.469,97,0.06,0.0659,UP,194.91,False,True,86
25_12_12_00_00_00_15,DOWN,727.548,737.548,91,90,93,TAKE_PROFIT,745.108,97,0.06,0.0659,DOWN,7.56,False,True,86
25_12_12_01_00_01_15,UP,557.89,567.89,91,88,93,TAKE_PROFIT,639.403,97,0.06,0.0659,UP,71.51,False,True,86
25_12_12_03_00_03_15,DOWN,714.085,724.085,92,91,95,TAKE_PROFIT,746.274,97,0.05,0.0543,DOWN,22.19,False,True,86
25_12_12_03_15_03_30,DOWN,1166.766,1176.766,91,89,93,STOP_LOSS,1230.819,85,-0.06,-0.0659,DOWN,54.05,True,False,86
25_12_12_03_30_03_45,UP,2357.235,2367.235,91,90,94,TAKE_PROFIT,2401.471,97,0.06,0.0659,UP,34.24,False,True,86
25_12_12_06_15_06_30,DOWN,1653.644,1663.644,91,89,94,TAKE_PROFIT,1677.648,97,0.06,0.0659,DOWN,14.0,False,True,86
25_12_12_07_00_07_15,UP,745.686,755.686,91,90,97,TAKE_PROFIT,756.313,97,0.06,0.0659,UP,0.63,False,True,86
25_12_12_07_45_08_00,DOWN,3594.099,3604.099,91,90,99,SETTLEMENT_WIN,3598.589,100,0.09,0.0989,DOWN,-5.51,False,False,86
25_12_12_08_00_08_15,DOWN,886.985,896.985,91,91,99,SETTLEMENT_WIN,893.974,100,0.09,0.0989,DOWN,-3.01,False,False,86
25_12_12_09_30_09_45,UP,2120.371,2130.371,91,90,93,STOP_LOSS,2151.659,85,-0.06,-0.0659,UP,21.29,True,False,86
25_12_12_10_30_10_45,DOWN,2620.054,2630.054,91,94,97,TAKE_PROFIT,2630.952,97,0.06,0.0659,DOWN,0.9,False,True,86
25_12_12_12_00_12_15,DOWN,389.578,399.578,91,91,94,TAKE_PROFIT,494.773,97,0.06,0.0659,DOWN,95.2,False,True,86
25_12_12_13_00_13_15,DOWN,468.173,478.173,91,90,93,STOP_LOSS,483.337,85,-0.06,-0.0659,DOWN,5.16,True,False,86
25_12_12_13_15_13_30,DOWN,1700.189,1710.189,91,93,97,TAKE_PROFIT,1710.681,97,0.06,0.0659,DOWN,0.49,False,True,86
25_12_12_13_45_14_00,UP,3453.199,3463.199,91,90,94,STOP_LOSS,3545.563,84,-0.07,-0.0769,UP,82.36,True,False,86
25_12_12_14_00_14_15,DOWN,577.193,587.193,91,90,94,TAKE_PROFIT,602.971,97,0.06,0.0659,DOWN,15.78,False,True,86
25_12_12_14_15_14_30,UP,1288.972,1298.972,91,90,93,STOP_LOSS,1334.551,84,-0.07,-0.0769,DOWN,35.58,True,False,86
25_12_12_15_15_15_30,DOWN,1439.735,1449.735,91,91,94,TAKE_PROFIT,1473.173,97,0.06,0.0659,DOWN,23.44,False,True,86
25_12_12_17_15_17_30,DOWN,1522.003,1532.003,91,92,96,TAKE_PROFIT,1576.855,97,0.06,0.0659,DOWN,44.85,False,True,86
25_12_12_18_30_18_45,UP,2558.744,2568.744,91,89,95,STOP_LOSS,2580.756,84,-0.07,-0.0769,DOWN,12.01,True,False,86
25_12_12_18_45_19_00,UP,3299.914,3309.914,91,90,94,STOP_LOSS,3356.973,85,-0.06,-0.0659,DOWN,47.06,True,False,86
25_12_12_19_30_19_45,DOWN,2581.815,2591.815,91,90,94,STOP_LOSS,2598.782,84,-0.07,-0.0769,DOWN,6.97,True,False,86
25_12_12_19_45_20_00,UP,3367.351,3377.351,91,91,94,STOP_LOSS,3378.216,84,-0.07,-0.0769,UP,0.86,True,False,86
25_12_12_20_45_21_00,UP,3283.787,3293.787,91,89,93,STOP_LOSS,3346.678,85,-0.06,-0.0659,UP,52.89,True,False,86
25_12_12_21_30_21_45,UP,2281.207,2291.207,91,90,94,TAKE_PROFIT,2554.606,97,0.06,0.0659,UP,263.4,False,True,86
25_12_13_00_30_00_45,UP,2612.439,2622.439,91,89,96,TAKE_PROFIT,2646.588,97,0.06,0.0659,UP,24.15,False,True,86
25_12_13_01_15_01_30,UP,1625.921,1635.921,93,92,98,TAKE_PROFIT,1644.033,97,0.04,0.043,UP,8.11,False,True,86
25_12_13_01_30_01_45,DOWN,2257.275,2267.275,91,88,96,TAKE_PROFIT,2277.138,97,0.06,0.0659,DOWN,9.86,False,True,86
25_12_13_01_45_02_00,UP,3403.191,3413.191,91,90,95,TAKE_PROFIT,3508.849,97,0.06,0.0659,UP,95.66,False,True,86
25_12_13_02_15_02_30,UP,1776.397,1786.397,91,91,99,TAKE_PROFIT,1786.533,97,0.06,0.0659,UP,0.14,False,True,86
25_12_13_04_45_05_00,DOWN,3473.456,3483.456,93,89,97,STOP_LOSS,3504.235,85,-0.08,-0.086,DOWN,20.78,True,False,86
25_12_13_05_15_05_30,DOWN,1563.495,1573.495,93,90,94,STOP_LOSS,1718.924,85,-0.08,-0.086,DOWN,145.43,True,False,86
25_12_13_05_30_05_45,DOWN,2401.201,2411.201,91,91,96,TAKE_PROFIT,2412.824,97,0.06,0.0659,DOWN,1.62,False,True,86
25_12_13_05_45_06_00,UP,3362.324,3372.324,91,92,97,TAKE_PROFIT,3372.386,97,0.06,0.0659,UP,0.06,False,True,86
25_12_13_06_00_06_15,DOWN,601.279,611.279,91,88,95,STOP_LOSS,670.757,84,-0.07,-0.0769,DOWN,59.48,True,False,86
25_12_13_06_30_06_45,UP,2392.586,2402.586,92,90,93,TAKE_PROFIT,2469.541,97,0.05,0.0543,UP,66.96,False,True,86
25_12_13_07_00_07_15,DOWN,857.941,867.941,92,92,98,TAKE_PROFIT,868.632,97,0.05,0.0543,DOWN,0.69,False,True,86
25_12_13_07_45_08_00,DOWN,3536.003,3546.003,91,94,99,TAKE_PROFIT,3546.423,97,0.06,0.0659,DOWN,0.42,False,True,86
25_12_13_10_30_10_45,UP,2298.813,2308.813,91,89,97,TAKE_PROFIT,2309.88,97,0.06,0.0659,UP,1.07,False,True,86
25_12_13_11_15_11_30,DOWN,1305.977,1315.977,92,92,97,TAKE_PROFIT,1454.82,97,0.05,0.0543,DOWN,138.84,False,True,86
25_12_13_12_15_12_30,DOWN,1366.778,1376.778,91,89,93,TAKE_PROFIT,1578.519,97,0.06,0.0659,DOWN,201.74,False,True,86
25_12_13_14_00_14_15,UP,826.157,836.157,91,90,98,TAKE_PROFIT,836.232,97,0.06,0.0659,UP,0.07,False,True,86
25_12_13_15_00_15_15,UP,283.403,293.403,92,90,94,TAKE_PROFIT,362.698,97,0.05,0.0543,UP,69.29,False,True,86
25_12_13_15_30_15_45,DOWN,2589.116,2599.116,91,90,96,TAKE_PROFIT,2603.078,97,0.06,0.0659,DOWN,3.96,False,True,86
25_12_13_16_30_16_45,DOWN,2640.816,2650.816,91,89,95,TAKE_PROFIT,2663.293,97,0.06,0.0659,DOWN,12.48,False,True,86
25_12_13_16_45_17_00,UP,2906.945,2916.945,91,90,93,STOP_LOSS,2927.402,80,-0.11,-0.1209,UP,10.46,True,False,86
25_12_13_17_00_17_15,DOWN,363.947,373.947,91,90,94,TAKE_PROFIT,544.569,97,0.06,0.0659,DOWN,170.62,False,True,86
25_12_13_17_30_17_45,UP,2436.994,2446.994,93,94,97,TAKE_PROFIT,2447.46,97,0.04,0.043,UP,0.47,False,True,86
25_12_13_17_45_18_00,DOWN,3288.437,3298.437,92,92,95,STOP_LOSS,3305.36,85,-0.07,-0.0761,DOWN,6.92,True,False,86
25_12_13_18_15_18_30,DOWN,1703.547,1713.547,92,88,93,STOP_LOSS,1727.643,80,-0.12,-0.1304,DOWN,14.1,True,False,86
25_12_13_18_30_18_45,DOWN,2675.931,2685.931,93,91,97,TAKE_PROFIT,2687.958,97,0.04,0.043,DOWN,2.03,False,True,86
25_12_13_19_15_19_30,DOWN,1623.137,1633.137,93,92,98,TAKE_PROFIT,1635.036,97,0.04,0.043,DOWN,1.9,False,True,86
25_12_13_20_00_20_15,DOWN,819.001,829.001,91,92,98,TAKE_PROFIT,829.663,97,0.06,0.0659,DOWN,0.66,False,True,86
25_12_13_20_30_20_45,DOWN,2680.804,2690.804,91,88,95,TAKE_PROFIT,2694.374,97,0.06,0.0659,DOWN,3.57,False,True,86
25_12_13_21_00_21_15,DOWN,364.405,374.405,92,90,93,STOP_LOSS,456.094,85,-0.07,-0.0761,DOWN,81.69,True,False,86
25_12_13_21_15_21_30,DOWN,1609.876,1619.876,91,91,93,TAKE_PROFIT,1631.874,97,0.06,0.0659,DOWN,12.0,False,True,86
25_12_13_21_45_22_00,UP,3262.444,3272.444,91,89,93,STOP_LOSS,3307.929,85,-0.06,-0.0659,UP,35.49,True,False,86
25_12_13_22_00_22_15,DOWN,774.093,784.093,91,89,98,TAKE_PROFIT,785.448,97,0.06,0.0659,DOWN,1.36,False,True,86
25_12_13_22_45_23_00,DOWN,3361.935,3371.935,91,90,94,TAKE_PROFIT,3402.199,97,0.06,0.0659,DOWN,30.26,False,True,86
25_12_13_23_00_23_15,UP,699.452,709.452,91,89,95,TAKE_PROFIT,725.466,97,0.06,0.0659,UP,16.01,False,True,86
25_12_13_23_15_23_30,UP,1645.682,1655.682,93,89,93,TAKE_PROFIT,1657.041,97,0.04,0.043,UP,1.36,False,True,86
25_12_14_01_45_02_00,UP,3298.323,3308.323,91,91,95,STOP_LOSS,3340.44,85,-0.06,-0.0659,UP,32.12,True,False,86
25_12_14_02_30_02_45,DOWN,2171.154,2181.154,91,90,97,STOP_LOSS,2355.394,85,-0.06,-0.0659,DOWN,174.24,True,False,86
25_12_14_04_30_04_45,DOWN,2484.491,2494.491,91,90,96,TAKE_PROFIT,2503.688,97,0.06,0.0659,DOWN,9.2,False,True,86
25_12_14_05_15_05_30,DOWN,1301.779,1311.779,91,90,94,TAKE_PROFIT,1320.347,97,0.06,0.0659,DOWN,8.57,False,True,86
25_12_14_05_30_05_45,UP,2368.821,2378.821,92,91,96,TAKE_PROFIT,2462.726,97,0.05,0.0543,UP,83.91,False,True,86
25_12_14_09_00_09_15,DOWN,745.331,755.331,93,91,95,TAKE_PROFIT,757.366,97,0.04,0.043,DOWN,2.03,False,True,86
25_12_14_10_30_10_45,DOWN,2203.554,2213.554,91,93,93,TAKE_PROFIT,2401.89,97,0.06,0.0659,DOWN,188.34,False,True,86
25_12_14_11_30_11_45,DOWN,2275.116,2285.116,91,88,94,STOP_LOSS,2287.856,85,-0.06,-0.0659,DOWN,2.74,True,False,86
25_12_14_14_00_14_15,DOWN,574.907,584.907,91,88,93,STOP_LOSS,600.225,82,-0.09,-0.0989,DOWN,15.32,True,False,86
25_12_14_14_15_14_30,DOWN,1629.245,1639.245,93,93,96,TAKE_PROFIT,1644.279,97,0.04,0.043,DOWN,5.03,False,True,86
25_12_14_15_00_15_15,DOWN,574.433,584.433,91,91,94,TAKE_PROFIT,713.487,97,0.06,0.0659,DOWN,129.05,False,True,86
25_12_14_15_45_16_00,DOWN,3360.284,3370.284,91,92,95,STOP_LOSS,3390.161,83,-0.08,-0.0879,DOWN,19.88,True,False,86
25_12_14_16_45_17_00,DOWN,3405.441,3415.441,91,90,93,TAKE_PROFIT,3427.488,97,0.06,0.0659,DOWN,12.05,False,True,86
25_12_14_17_15_17_30,UP,1443.301,1453.301,91,90,94,TAKE_PROFIT,1501.477,97,0.06,0.0659,UP,48.18,False,True,86
25_12_14_17_30_17_45,UP,2668.711,2678.711,91,92,97,STOP_LOSS,2681.387,59,-0.32,-0.3516,DOWN,2.68,True,False,86
25_12_14_18_15_18_30,DOWN,1520.752,1530.752,91,89,93,TAKE_PROFIT,1540.115,97,0.06,0.0659,DOWN,9.36,False,True,86
25_12_14_18_45_19_00,UP,3222.711,3232.711,91,89,93,TAKE_PROFIT,3301.494,97,0.06,0.0659,UP,68.78,False,True,86
25_12_14_19_30_19_45,DOWN,2385.166,2395.166,91,90,93,TAKE_PROFIT,2419.976,97,0.06,0.0659,DOWN,24.81,False,True,86
25_12_14_20_00_20_15,DOWN,622.576,632.576,93,92,97,TAKE_PROFIT,632.648,97,0.04,0.043,UP,0.07,False,True,86
25_12_14_20_45_21_00,DOWN,3300.981,3310.981,92,91,93,TAKE_PROFIT,3347.447,97,0.05,0.0543,DOWN,36.47,False,True,86
25_12_14_21_15_21_30,UP,1206.297,1216.297,91,90,93,TAKE_PROFIT,1438.49,97,0.06,0.0659,UP,222.19,False,True,86
25_12_14_21_30_21_45,DOWN,2568.62,2578.62,91,90,96,TAKE_PROFIT,2578.9,97,0.06,0.0659,DOWN,0.28,False,True,86
25_12_14_23_15_23_30,DOWN,1617.798,1627.798,91,90,94,STOP_LOSS,1633.66,85,-0.06,-0.0659,DOWN,5.86,True,False,86
25_12_15_02_15_02_30,UP,1086.997,1096.997,91,91,94,TAKE_PROFIT,1275.654,97,0.06,0.0659,UP,178.66,False,True,86
25_12_15_04_00_04_15,UP,250.257,260.257,91,90,94,TAKE_PROFIT,310.588,97,0.06,0.0659,UP,50.33,False,True,86
25_12_15_04_15_04_30,DOWN,1423.705,1433.705,92,90,94,TAKE_PROFIT,1451.606,97,0.05,0.0543,DOWN,17.9,False,True,86
25_12_15_04_30_04_45,UP,1972.074,1982.074,92,91,93,STOP_LOSS,2060.054,85,-0.07,-0.0761,UP,77.98,True,False,86
25_12_15_05_00_05_15,DOWN,893.067,903.067,91,88,99,SETTLEMENT_WIN,897.458,100,0.09,0.0989,DOWN,-5.61,False,False,86
25_12_15_05_45_06_00,UP,3372.145,3382.145,92,89,93,TAKE_PROFIT,3450.312,97,0.05,0.0543,UP,68.17,False,True,86
25_12_15_06_15_06_30,UP,1501.381,1511.381,91,91,94,TAKE_PROFIT,1654.117,97,0.06,0.0659,UP,142.74,False,True,86
25_12_15_06_45_07_00,UP,2950.495,2960.495,91,90,95,TAKE_PROFIT,3025.216,97,0.06,0.0659,UP,64.72,False,True,86
25_12_15_08_15_08_30,UP,1444.713,1454.713,91,91,93,TAKE_PROFIT,1501.615,97,0.06,0.0659,UP,46.9,False,True,86
25_12_15_08_30_08_45,DOWN,2393.859,2403.859,91,89,93,STOP_LOSS,2415.288,85,-0.06,-0.0659,DOWN,11.43,True,False,86
25_12_15_08_45_09_00,DOWN,3449.981,3459.981,93,89,96,TAKE_PROFIT,3463.207,97,0.04,0.043,DOWN,3.23,False,True,86
25_12_15_09_15_09_30,UP,1521.799,1531.799,92,92,94,TAKE_PROFIT,1606.537,97,0.05,0.0543,UP,74.74,False,True,86
25_12_15_10_15_10_30,DOWN,1615.819,1625.819,91,89,93,STOP_LOSS,1648.828,80,-0.11,-0.1209,UP,23.01,True,False,86
25_12_15_11_00_11_15,DOWN,807.407,817.407,91,90,94,TAKE_PROFIT,848.803,97,0.06,0.0659,DOWN,31.4,False,True,86
25_12_15_13_00_13_15,DOWN,320.099,330.099,91,90,93,STOP_LOSS,332.458,84,-0.07,-0.0769,DOWN,2.36,True,False,86
25_12_15_13_45_14_00,DOWN,3525.508,3535.508,93,91,96,TAKE_PROFIT,3541.869,97,0.04,0.043,DOWN,6.36,False,True,86
25_12_15_14_00_14_15,UP,386.068,396.068,91,90,94,TAKE_PROFIT,455.49,97,0.06,0.0659,UP,59.42,False,True,86
25_12_15_14_15_14_30,DOWN,1387.601,1397.601,91,88,93,STOP_LOSS,1413.462,85,-0.06,-0.0659,DOWN,15.86,True,False,86
25_12_15_15_00_15_15,DOWN,632.26,642.26,91,89,93,STOP_LOSS,705.584,85,-0.06,-0.0659,DOWN,63.32,True,False,86
25_12_15_15_15_15_30,DOWN,1319.319,1329.319,91,88,93,STOP_LOSS,1385.081,85,-0.06,-0.0659,DOWN,55.76,True,False,86
25_12_15_15_30_15_45,UP,2643.874,2653.874,93,93,99,TAKE_PROFIT,2654.213,97,0.04,0.043,UP,0.34,False,True,86
25_12_15_17_00_17_15,DOWN,787.226,797.226,91,92,97,TAKE_PROFIT,798.098,97,0.06,0.0659,DOWN,0.87,False,True,86
25_12_15_17_15_17_30,DOWN,1791.634,1801.634,91,90,99,SETTLEMENT_WIN,1798.099,100,0.09,0.0989,DOWN,-3.54,False,False,86
25_12_15_18_00_18_15,UP,634.262,644.262,91,89,94,TAKE_PROFIT,686.314,97,0.06,0.0659,UP,42.05,False,True,86
25_12_15_18_30_18_45,DOWN,2127.517,2137.517,91,90,94,STOP_LOSS,2149.31,85,-0.06,-0.0659,UP,11.79,True,False,86
25_12_15_19_15_19_30,UP,1355.834,1365.834,91,90,93,TAKE_PROFIT,1415.792,97,0.06,0.0659,UP,49.96,False,True,86
25_12_15_19_45_20_00,DOWN,3585.56,3595.56,91,91,99,SETTLEMENT_WIN,3594.617,100,0.09,0.0989,DOWN,-0.94,False,False,86
25_12_15_20_30_20_45,UP,2330.027,2340.027,91,91,93,TAKE_PROFIT,2362.218,97,0.06,0.0659,UP,22.19,False,True,86
25_12_15_21_00_21_15,DOWN,438.401,448.401,91,89,93,STOP_LOSS,484.654,85,-0.06,-0.0659,DOWN,36.25,True,False,86
25_12_15_22_15_22_30,DOWN,1409.811,1419.811,91,89,95,TAKE_PROFIT,1435.037,97,0.06,0.0659,DOWN,15.23,False,True,86
25_12_15_22_30_22_45,UP,2510.984,2520.984,91,93,95,TAKE_PROFIT,2571.025,97,0.06,0.0659,UP,50.04,False,True,86
25_12_15_22_45_23_00,UP,3248.963,3258.963,91,89,93,TAKE_PROFIT,3269.551,97,0.06,0.0659,UP,10.59,False,True,86
25_12_16_00_15_00_30,UP,1694.12,1704.12,92,89,94,TAKE_PROFIT,1742.097,97,0.05,0.0543,UP,37.98,False,True,86
25_12_16_00_45_01_00,DOWN,3093.543,3103.543,91,89,94,TAKE_PROFIT,3312.83,97,0.06,0.0659,DOWN,209.29,False,True,86
25_12_16_01_45_02_00,UP,3432.575,3442.575,91,91,95,STOP_LOSS,3450.654,85,-0.06,-0.0659,UP,8.08,True,False,86
25_12_16_02_15_02_30,UP,1582.847,1592.847,91,90,94,TAKE_PROFIT,1596.127,97,0.06,0.0659,UP,3.28,False,True,86
25_12_16_02_45_03_00,DOWN,3175.241,3185.241,91,88,96,TAKE_PROFIT,3198.257,97,0.06,0.0659,DOWN,13.02,False,True,86
25_12_16_05_30_05_45,UP,2502.594,2512.594,92,89,93,TAKE_PROFIT,2542.524,97,0.05,0.0543,UP,29.93,False,True,86
25_12_16_05_45_06_00,DOWN,3259.255,3269.255,92,89,93,STOP_LOSS,3272.384,85,-0.07,-0.0761,DOWN,3.13,True,False,86
