window_id,side,first_touch_time,entry_time,entry_price,spike_min,spike_max,exit_reason,exit_time,exit_price,pnl_per_share,pnl_invested,winner_at_settle,time_held,sl_triggered,tp_triggered,dynamic_sl_level
25_12_16_06_15_06_30,UP,1318.852,1328.852,91,88,93,TAKE_PROFIT,1405.394,97,0.06,0.0659,UP,76.54,False,True,86
25_12_16_06_30_06_45,DOWN,2680.331,2690.331,92,88,98,TAKE_PROFIT,2690.665,97,0.05,0.0543,DOWN,0.33,False,True,86
25_12_16_07_30_07_45,DOWN,2225.062,2235.062,91,90,93,STOP_LOSS,2312.637,84,-0.07,-0.0769,DOWN,77.58,True,False,86
25_12_16_08_15_08_30,UP,1727.151,1737.151,93,95,97,SETTLEMENT_WIN,1738.416,100,0.07,0.0753,UP,1.26,False,False,86
25_12_16_08_30_08_45,DOWN,2349.523,2359.523,91,89,93,TAKE_PROFIT,2370.764,97,0.06,0.0659,DOWN,11.24,False,True,86
25_12_16_09_00_09_15,UP,661.075,671.075,92,90,93,STOP_LOSS,734.894,85,-0.07,-0.0761,UP,63.82,True,False,86
25_12_16_09_15_09_30,DOWN,1508.09,1518.09,91,93,97,TAKE_PROFIT,1559.084,97,0.06,0.0659,DOWN,40.99,False,True,86
25_12_16_11_45_12_00,UP,3295.594,3305.594,91,91,97,TAKE_PROFIT,3308.863,97,0.06,0.0659,UP,3.27,False,True,86
25_12_16_13_00_13_15,DOWN,631.468,641.468,91,90,93,TAKE_PROFIT,650.584,97,0.06,0.0659,UP,9.12,False,True,86
25_12_16_13_45_14_00,DOWN,3487.64,3497.64,93,90,98,TAKE_PROFIT,3497.654,97,0.04,0.043,DOWN,0.01,False,True,86
25_12_16_15_30_15_45,UP,2666.878,2676.878,91,91,99,SETTLEMENT_WIN,2674.851,100,0.09,0.0989,UP,-2.03,False,False,86
25_12_16_17_30_17_45,DOWN,2600.799,2610.799,91,91,99,TAKE_PROFIT,2611.082,97,0.06,0.0659,DOWN,0.28,False,True,86
25_12_16_18_45_19_00,DOWN,3363.531,3373.531,91,89,95,STOP_LOSS,3405.211,85,-0.06,-0.0659,DOWN,31.68,True,False,86
25_12_16_19_30_19_45,UP,2517.771,2527.771,91,88,93,TAKE_PROFIT,2552.533,97,0.06,0.0659,UP,24.76,False,True,86
25_12_16_19_45_20_00,UP,3086.327,3096.327,92,90,93,STOP_LOSS,3227.919,85,-0.07,-0.0761,UP,131.59,True,False,86
25_12_16_20_00_20_15,DOWN,735.156,745.156,93,91,97,TAKE_PROFIT,755.088,97,0.04,0.043,DOWN,9.93,False,True,86
25_12_16_20_45_21_00,DOWN,3443.245,3453.245,91,90,94,STOP_LOSS,3461.542,84,-0.07,-0.0769,DOWN,8.3,True,False,86
25_12_16_21_00_21_15,UP,694.117,704.117,91,91,96,TAKE_PROFIT,722.551,97,0.06,0.0659,UP,18.43,False,True,86
25_12_16_21_45_22_00,DOWN,3252.773,3262.773,91,91,94,TAKE_PROFIT,3320.784,97,0.06,0.0659,DOWN,58.01,False,True,86
25_12_16_22_00_22_15,DOWN,784.458,794.458,92,91,98,TAKE_PROFIT,796.403,97,0.05,0.0543,DOWN,1.95,False,True,86
25_12_16_22_30_22_45,UP,2645.738,2655.738,91,91,97,TAKE_PROFIT,2657.137,97,0.06,0.0659,DOWN,1.4,False,True,86
25_12_16_22_45_23_00,DOWN,3415.592,3425.592,91,90,94,TAKE_PROFIT,3433.686,97,0.06,0.0659,DOWN,8.09,False,True,86
25_12_16_23_00_23_15,DOWN,699.335,709.335,92,90,94,TAKE_PROFIT,735.966,97,0.05,0.0543,DOWN,26.63,False,True,86
25_12_16_23_15_23_30,DOWN,1568.453,1578.453,91,92,96,TAKE_PROFIT,1620.292,97,0.06,0.0659,DOWN,41.84,False,True,86
25_12_17_01_15_01_30,UP,1086.764,1096.764,91,91,93,TAKE_PROFIT,1118.202,97,0.06,0.0659,UP,21.44,False,True,86
25_12_17_02_00_02_15,DOWN,539.694,549.694,91,92,97,TAKE_PROFIT,549.778,97,0.06,0.0659,DOWN,0.08,False,True,86
25_12_17_02_15_02_30,UP,1691.479,1701.479,91,90,98,TAKE_PROFIT,1701.89,97,0.06,0.0659,UP,0.41,False,True,86
25_12_17_02_45_03_00,UP,3049.392,3059.392,91,91,93,STOP_LOSS,3080.136,85,-0.06,-0.0659,UP,20.74,True,False,86
25_12_17_03_15_03_30,DOWN,1692.01,1702.01,91,90,93,TAKE_PROFIT,1714.279,97,0.06,0.0659,DOWN,12.27,False,True,86
25_12_17_06_00_06_15,UP,180.864,190.864,91,90,93,STOP_LOSS,196.606,84,-0.07,-0.0769,UP,5.74,True,False,86
25_12_17_06_30_06_45,DOWN,2432.87,2442.87,91,90,94,STOP_LOSS,2473.592,84,-0.07,-0.0769,DOWN,30.72,True,False,86
25_12_17_06_45_07_00,DOWN,3387.286,3397.286,91,92,94,STOP_LOSS,3416.54,85,-0.06,-0.0659,DOWN,19.25,True,False,86
25_12_17_07_15_07_30,UP,1622.295,1632.295,91,90,98,TAKE_PROFIT,1640.184,97,0.06,0.0659,UP,7.89,False,True,86
25_12_17_07_45_08_00,UP,3491.213,3501.213,92,91,98,TAKE_PROFIT,3502.25,97,0.05,0.0543,UP,1.04,False,True,86
25_12_17_08_30_08_45,DOWN,2622.32,2632.32,91,90,93,TAKE_PROFIT,2641.85,97,0.06,0.0659,DOWN,9.53,False,True,86
25_12_17_08_45_09_00,DOWN,3332.443,3342.443,92,89,95,TAKE_PROFIT,3360.861,97,0.05,0.0543,DOWN,18.42,False,True,86
25_12_17_09_45_10_00,DOWN,3539.196,3549.196,91,94,98,TAKE_PROFIT,3562.281,97,0.06,0.0659,DOWN,13.09,False,True,86
25_12_17_10_15_10_30,DOWN,1760.91,1770.91,91,90,99,TAKE_PROFIT,1771.747,97,0.06,0.0659,DOWN,0.84,False,True,86
25_12_17_11_00_11_15,UP,586.453,596.453,91,89,95,TAKE_PROFIT,604.253,97,0.06,0.0659,UP,7.8,False,True,86
25_12_17_11_15_11_30,DOWN,1670.636,1680.636,91,90,93,TAKE_PROFIT,1716.567,97,0.06,0.0659,DOWN,35.93,False,True,86
25_12_17_11_45_12_00,UP,3087.861,3097.861,91,88,94,TAKE_PROFIT,3146.027,97,0.06,0.0659,UP,48.17,False,True,86
25_12_17_12_30_12_45,DOWN,2550.805,2560.805,91,90,95,TAKE_PROFIT,2572.394,97,0.06,0.0659,DOWN,11.59,False,True,86
25_12_17_13_15_13_30,UP,1523.338,1533.338,91,88,93,TAKE_PROFIT,1624.037,97,0.06,0.0659,UP,90.7,False,True,86
25_12_17_14_00_14_15,DOWN,883.651,893.651,91,90,99,SETTLEMENT_WIN,893.575,100,0.09,0.0989,DOWN,-0.08,False,False,86
25_12_17_17_30_17_45,DOWN,2369.502,2379.502,91,89,93,TAKE_PROFIT,2400.354,97,0.06,0.0659,DOWN,20.85,False,True,86
25_12_17_20_45_21_00,DOWN,3316.012,3326.012,91,90,95,TAKE_PROFIT,3356.389,97,0.06,0.0659,DOWN,30.38,False,True,86
25_12_17_21_00_21_15,UP,735.18,745.18,92,90,95,TAKE_PROFIT,757.705,97,0.05,0.0543,UP,12.53,False,True,86
25_12_17_21_15_21_30,DOWN,1299.957,1309.957,91,91,94,TAKE_PROFIT,1431.952,97,0.06,0.0659,DOWN,121.99,False,True,86
25_12_17_21_30_21_45,DOWN,2395.578,2405.578,91,91,93,STOP_LOSS,2459.009,72,-0.19,-0.2088,UP,53.43,True,False,86
25_12_17_22_15_22_30,UP,1529.392,1539.392,91,88,94,TAKE_PROFIT,1593.562,97,0.06,0.0659,UP,54.17,False,True,86
25_12_17_22_30_22_45,DOWN,2402.857,2412.857,91,90,93,TAKE_PROFIT,2470.355,97,0.06,0.0659,DOWN,57.5,False,True,86
25_12_17_22_45_23_00,UP,3215.812,3225.812,91,90,93,STOP_LOSS,3230.783,85,-0.06,-0.0659,UP,4.97,True,False,86
25_12_17_23_15_23_30,UP,1778.357,1788.357,91,88,97,TAKE_PROFIT,1789.532,97,0.06,0.0659,UP,1.17,False,True,86
25_12_18_00_00_00_15,DOWN,497.164,507.164,91,89,93,STOP_LOSS,599.86,85,-0.06,-0.0659,DOWN,92.7,True,False,86
25_12_18_00_30_00_45,DOWN,2499.145,2509.145,91,90,93,TAKE_PROFIT,2581.834,97,0.06,0.0659,DOWN,72.69,False,True,86
25_12_18_01_30_01_45,UP,2197.944,2207.944,91,90,94,STOP_LOSS,2220.565,85,-0.06,-0.0659,UP,12.62,True,False,86
25_12_18_03_45_04_00,UP,3105.943,3115.943,91,90,93,STOP_LOSS,3183.901,85,-0.06,-0.0659,UP,67.96,True,False,86
25_12_18_05_30_05_45,UP,2419.081,2429.081,91,89,95,TAKE_PROFIT,2437.496,97,0.06,0.0659,UP,8.41,False,True,86
25_12_18_06_00_06_15,UP,540.483,550.483,91,92,94,TAKE_PROFIT,617.502,97,0.06,0.0659,UP,67.02,False,True,86
25_12_18_06_15_06_30,DOWN,1410.482,1420.482,91,90,94,TAKE_PROFIT,1521.882,97,0.06,0.0659,DOWN,101.4,False,True,86
25_12_18_06_45_07_00,UP,3298.657,3308.657,91,90,95,TAKE_PROFIT,3335.135,97,0.06,0.0659,UP,26.48,False,True,86
25_12_18_07_00_07_15,UP,616.266,626.266,91,90,95,TAKE_PROFIT,645.402,97,0.06,0.0659,UP,19.14,False,True,86
25_12_18_07_30_07_45,DOWN,2326.988,2336.988,91,89,93,TAKE_PROFIT,2390.405,97,0.06,0.0659,DOWN,53.42,False,True,86
25_12_18_09_00_09_15,DOWN,507.836,517.836,91,90,94,TAKE_PROFIT,522.47,97,0.06,0.0659,DOWN,4.63,False,True,86
25_12_18_09_45_10_00,DOWN,3287.025,3297.025,91,89,93,STOP_LOSS,3305.627,84,-0.07,-0.0769,DOWN,8.6,True,False,86
25_12_18_10_15_10_30,UP,1615.871,1625.871,91,90,95,TAKE_PROFIT,1626.346,97,0.06,0.0659,UP,0.47,False,True,86
25_12_18_10_30_10_45,DOWN,2482.056,2492.056,91,90,94,TAKE_PROFIT,2530.173,97,0.06,0.0659,DOWN,38.12,False,True,86
25_12_18_11_00_11_15,DOWN,288.644,298.644,91,90,93,STOP_LOSS,322.877,85,-0.06,-0.0659,DOWN,24.23,True,False,86
25_12_18_11_30_11_45,DOWN,2574.77,2584.77,91,90,94,TAKE_PROFIT,2597.623,97,0.06,0.0659,DOWN,12.85,False,True,86
25_12_18_12_00_12_15,DOWN,796.057,806.057,91,91,98,TAKE_PROFIT,806.886,97,0.06,0.0659,DOWN,0.83,False,True,86
25_12_18_12_15_12_30,DOWN,1699.318,1709.318,91,89,94,STOP_LOSS,1714.354,83,-0.08,-0.0879,DOWN,5.04,True,False,86
25_12_18_13_15_13_30,DOWN,1299.772,1309.772,91,89,93,TAKE_PROFIT,1371.925,97,0.06,0.0659,DOWN,62.15,False,True,86
25_12_18_16_15_16_30,DOWN,1624.64,1634.64,91,90,97,TAKE_PROFIT,1634.659,97,0.06,0.0659,DOWN,0.02,False,True,86
25_12_18_17_00_17_15,DOWN,189.668,199.668,91,88,93,STOP_LOSS,225.432,85,-0.06,-0.0659,DOWN,25.76,True,False,86
25_12_18_17_15_17_30,DOWN,1393.942,1403.942,91,91,93,TAKE_PROFIT,1411.248,97,0.06,0.0659,DOWN,7.31,False,True,86
25_12_18_17_30_17_45,UP,2402.3,2412.3,91,89,93,TAKE_PROFIT,2448.743,97,0.06,0.0659,UP,36.44,False,True,86
25_12_18_18_00_18_15,UP,728.053,738.053,91,88,94,STOP_LOSS,744.55,82,-0.09,-0.0989,UP,6.5,True,False,86
25_12_18_18_15_18_30,DOWN,1357.976,1367.976,91,91,93,TAKE_PROFIT,1428.902,97,0.06,0.0659,DOWN,60.93,False,True,86
25_12_18_20_15_20_30,DOWN,1662.023,1672.023,91,91,94,STOP_LOSS,1690.957,85,-0.06,-0.0659,DOWN,18.93,True,False,86
25_12_18_20_45_21_00,DOWN,3364.947,3374.947,92,91,94,TAKE_PROFIT,3398.892,97,0.05,0.0543,DOWN,23.94,False,True,86
25_12_18_21_15_21_30,UP,1649.891,1659.891,91,88,93,STOP_LOSS,1660.847,85,-0.06,-0.0659,UP,0.96,True,False,86
25_12_18_21_45_22_00,UP,3208.373,3218.373,91,89,93,TAKE_PROFIT,3262.694,97,0.06,0.0659,UP,44.32,False,True,86
25_12_18_23_00_23_15,DOWN,446.128,456.128,91,90,93,STOP_LOSS,519.484,85,-0.06,-0.0659,UP,63.36,True,False,86
25_12_18_23_15_23_30,DOWN,1353.067,1363.067,91,91,94,TAKE_PROFIT,1392.502,97,0.06,0.0659,DOWN,29.43,False,True,86
25_12_18_23_45_00_00,UP,3513.953,3523.953,91,91,95,TAKE_PROFIT,3547.11,97,0.06,0.0659,UP,23.16,False,True,86
25_12_19_00_00_00_15,DOWN,887.273,897.273,91,90,99,SETTLEMENT_WIN,896.318,100,0.09,0.0989,DOWN,-0.96,False,False,86
25_12_19_00_45_01_00,UP,3083.989,3093.989,91,90,93,TAKE_PROFIT,3108.669,97,0.06,0.0659,UP,14.68,False,True,86
25_12_19_01_30_01_45,UP,2321.343,2331.343,91,89,93,TAKE_PROFIT,2370.675,97,0.06,0.0659,UP,39.33,False,True,86
25_12_19_02_15_02_30,UP,1419.328,1429.328,91,91,93,TAKE_PROFIT,1491.975,97,0.06,0.0659,UP,62.65,False,True,86
25_12_19_02_45_03_00,UP,3094.727,3104.727,91,90,95,TAKE_PROFIT,3252.94,97,0.06,0.0659,UP,148.21,False,True,86
25_12_19_03_00_03_15,UP,194.27,204.27,91,90,94,STOP_LOSS,233.909,85,-0.06,-0.0659,UP,29.64,True,False,86
25_12_19_03_15_03_30,DOWN,1257.283,1267.283,91,93,95,TAKE_PROFIT,1274.419,97,0.06,0.0659,UP,7.14,False,True,86
25_12_19_03_45_04_00,DOWN,3401.413,3411.413,91,90,96,TAKE_PROFIT,3451.523,97,0.06,0.0659,DOWN,40.11,False,True,86
25_12_19_04_15_04_30,DOWN,1312.745,1322.745,91,88,93,TAKE_PROFIT,1347.185,97,0.06,0.0659,DOWN,24.44,False,True,86
25_12_19_06_30_06_45,UP,2622.777,2632.777,91,92,96,TAKE_PROFIT,2635.897,97,0.06,0.0659,UP,3.12,False,True,86
25_12_19_06_45_07_00,UP,3301.043,3311.043,91,90,97,TAKE_PROFIT,3313.108,97,0.06,0.0659,UP,2.07,False,True,86
25_12_19_09_15_09_30,UP,1653.497,1663.497,91,93,97,TAKE_PROFIT,1663.842,97,0.06,0.0659,UP,0.35,False,True,86
25_12_19_10_15_10_30,DOWN,1373.561,1383.561,92,92,94,TAKE_PROFIT,1384.865,97,0.05,0.0543,DOWN,1.3,False,True,86
25_12_19_10_30_10_45,UP,2465.114,2475.114,91,90,96,TAKE_PROFIT,2476.019,97,0.06,0.0659,UP,0.9,False,True,86
25_12_19_13_15_13_30,UP,1742.979,1752.979,92,91,97,TAKE_PROFIT,1756.331,97,0.05,0.0543,UP,3.35,False,True,86
25_12_19_14_00_14_15,UP,602.3,612.3,93,92,93,SETTLEMENT_WIN,605.663,100,0.07,0.0753,UP,-6.64,False,False,86
25_12_19_14_15_14_30,DOWN,1401.185,1411.185,91,93,93,TAKE_PROFIT,1570.566,97,0.06,0.0659,DOWN,159.38,False,True,86
25_12_19_16_15_16_30,UP,1746.603,1756.603,91,93,97,TAKE_PROFIT,1756.76,97,0.06,0.0659,UP,0.16,False,True,86
25_12_19_16_30_16_45,UP,1998.501,2008.501,91,89,94,STOP_LOSS,2037.041,85,-0.06,-0.0659,UP,28.54,True,False,86
25_12_19_17_00_17_15,UP,539.958,549.958,92,90,97,TAKE_PROFIT,676.278,97,0.05,0.0543,UP,126.32,False,True,86
25_12_19_17_15_17_30,DOWN,1654.041,1664.041,91,90,94,TAKE_PROFIT,1698.867,97,0.06,0.0659,DOWN,34.83,False,True,86
25_12_19_18_45_19_00,UP,3129.127,3139.127,91,90,93,TAKE_PROFIT,3264.336,97,0.06,0.0659,UP,125.21,False,True,86
25_12_19_19_00_19_15,UP,368.551,378.551,91,91,93,STOP_LOSS,423.109,84,-0.07,-0.0769,UP,44.56,True,False,86
25_12_19_21_00_21_15,DOWN,676.689,686.689,91,91,95,TAKE_PROFIT,691.718,97,0.06,0.0659,DOWN,5.03,False,True,86
25_12_19_21_15_21_30,UP,1501.303,1511.303,91,88,96,TAKE_PROFIT,1515.885,97,0.06,0.0659,UP,4.58,False,True,86
25_12_19_22_00_22_15,UP,186.665,196.665,91,90,94,TAKE_PROFIT,333.722,97,0.06,0.0659,UP,137.06,False,True,86
25_12_19_23_30_23_45,DOWN,2097.405,2107.405,91,91,94,TAKE_PROFIT,2240.739,97,0.06,0.0659,DOWN,133.33,False,True,86
25_12_19_23_45_00_00,DOWN,3257.155,3267.155,91,89,94,TAKE_PROFIT,3285.313,97,0.06,0.0659,DOWN,18.16,False,True,86
25_12_20_00_30_00_45,DOWN,2311.857,2321.857,91,90,93,TAKE_PROFIT,2401.049,97,0.06,0.0659,DOWN,79.19,False,True,86
25_12_20_01_15_01_30,UP,1470.956,1480.956,91,91,94,TAKE_PROFIT,1501.219,97,0.06,0.0659,UP,20.26,False,True,86
25_12_20_01_30_01_45,DOWN,2462.312,2472.312,91,91,94,TAKE_PROFIT,2481.165,97,0.06,0.0659,DOWN,8.85,False,True,86
25_12_20_03_15_03_30,UP,1380.72,1390.72,92,91,93,STOP_LOSS,1411.182,85,-0.07,-0.0761,UP,20.46,True,False,86
25_12_20_05_15_05_30,UP,1262.714,1272.714,92,89,94,STOP_LOSS,1321.755,80,-0.12,-0.1304,UP,49.04,True,False,86
25_12_20_06_15_06_30,DOWN,1501.283,1511.283,93,90,95,TAKE_PROFIT,1512.653,97,0.04,0.043,DOWN,1.37,False,True,86
25_12_20_06_45_07_00,DOWN,3474.48,3484.48,92,91,94,TAKE_PROFIT,3521.073,97,0.05,0.0543,DOWN,36.59,False,True,86
25_12_20_07_00_07_15,DOWN,542.205,552.205,91,90,93,TAKE_PROFIT,601.185,97,0.06,0.0659,DOWN,48.98,False,True,86
25_12_20_07_45_08_00,UP,3370.203,3380.203,93,91,95,TAKE_PROFIT,3391.857,97,0.04,0.043,UP,11.65,False,True,86
25_12_20_08_00_08_15,UP,202.744,212.744,91,88,94,STOP_LOSS,219.214,84,-0.07,-0.0769,UP,6.47,True,False,86
25_12_20_08_15_08_30,UP,1291.752,1301.752,93,91,94,TAKE_PROFIT,1376.401,97,0.04,0.043,UP,74.65,False,True,86
25_12_20_11_15_11_30,UP,1349.509,1359.509,93,91,94,TAKE_PROFIT,1384.7,97,0.04,0.043,UP,25.19,False,True,86
25_12_20_11_45_12_00,UP,3515.419,3525.419,91,89,95,STOP_LOSS,3544.216,70,-0.21,-0.2308,UP,18.8,True,False,86
25_12_20_13_15_13_30,DOWN,1200.632,1210.632,91,89,93,STOP_LOSS,1222.21,85,-0.06,-0.0659,DOWN,11.58,True,False,86
25_12_20_14_15_14_30,UP,1766.972,1776.972,91,91,98,TAKE_PROFIT,1780.049,97,0.06,0.0659,UP,3.08,False,True,86
25_12_20_14_30_14_45,UP,2384.805,2394.805,92,90,96,STOP_LOSS,2417.577,85,-0.07,-0.0761,UP,22.77,True,False,86
25_12_20_15_00_15_15,DOWN,499.336,509.336,91,90,93,TAKE_PROFIT,660.14,97,0.06,0.0659,DOWN,150.8,False,True,86
25_12_20_15_15_15_30,DOWN,1170.158,1180.158,91,91,93,STOP_LOSS,1214.487,85,-0.06,-0.0659,DOWN,34.33,True,False,86
25_12_20_15_30_15_45,UP,2483.498,2493.498,93,93,97,TAKE_PROFIT,2504.519,97,0.04,0.043,UP,11.02,False,True,86
25_12_20_16_00_16_15,UP,710.848,720.848,92,90,95,TAKE_PROFIT,721.844,97,0.05,0.0543,UP,1.0,False,True,86
25_12_20_16_15_16_30,DOWN,1758.144,1768.144,92,91,98,TAKE_PROFIT,1770.133,97,0.05,0.0543,DOWN,1.99,False,True,86
25_12_20_16_30_16_45,DOWN,2503.486,2513.486,91,89,93,TAKE_PROFIT,2554.862,97,0.06,0.0659,DOWN,41.38,False,True,86
25_12_20_17_00_17_15,UP,360.22,370.22,91,88,94,STOP_LOSS,415.574,85,-0.06,-0.0659,UP,45.35,True,False,86
