window_id,leg1_side,leg1_price,leg1_time,leg2_side,leg2_price,leg2_time,dt_between_legs,pair_cost,edge_cents,completed_via_chase,settled_pnl
25_10_31_21_00_21_15,DOWN,15,827.187,UP,79,831.026,3.839,94,6,True,0.06
25_10_31_22_00_22_15,DOWN,52,42.395,UP,47,57.081,14.686,99,1,True,0.01
25_10_31_22_00_22_15,UP,30,133.607,DOWN,68,138.618,5.011,98,2,True,0.02
25_10_31_22_00_22_15,DOWN,59,157.718,UP,41,179.641,21.923,100,0,True,0.0
25_10_31_22_00_22_15,DOWN,50,206.599,UP,49,215.964,9.365,99,1,True,0.01
25_10_31_22_00_22_15,DOWN,56,244.13,UP,45,256.075,11.945,101,-1,True,-0.01
25_10_31_22_00_22_15,DOWN,55,350.976,UP,48,374.188,23.212,103,-3,True,-0.03
25_10_31_22_00_22_15,DOWN,27,502.702,UP,71,507.835,5.133,98,2,True,0.02
25_10_31_23_00_23_15,DOWN,49,66.592,UP,50,72.756,6.164,99,1,True,0.01
25_11_01_00_00_00_15,UP,56,39.473,DOWN,47,51.868,12.395,103,-3,True,-0.03
25_11_01_00_00_00_15,DOWN,41,62.874,UP,60,86.213,23.339,101,-1,True,-0.01
25_11_01_00_00_00_15,UP,19,127.046,DOWN,85,148.286,21.24,104,-4,True,-0.04
25_11_01_01_00_01_15,UP,84,149.001,DOWN,16,159.034,10.033,100,0,True,0.0
25_11_01_01_00_01_15,DOWN,10,266.377,UP,84,276.692,10.315,94,6,True,0.06
25_11_01_01_00_01_15,UP,79,516.95,DOWN,23,542.39,25.44,102,-2,True,-0.02
25_11_01_01_00_01_15,UP,86,785.46,DOWN,16,799.952,14.492,102,-2,True,-0.02
25_11_01_01_00_01_15,UP,85,814.734,DOWN,9,822.325,7.591,94,6,True,0.06
25_11_01_02_00_02_15,UP,42,7.528,DOWN,58,9.86,2.332,100,0,True,0.0
25_11_01_03_00_03_15,DOWN,39,82.597,UP,58,94.797,12.2,97,3,True,0.03
25_11_01_03_00_03_15,UP,52,145.198,DOWN,47,158.958,13.76,99,1,True,0.01
25_11_01_04_00_04_15,DOWN,55,3.747,UP,46,15.71,11.963,101,-1,True,-0.01
25_11_01_04_00_04_15,DOWN,38,145.142,UP,51,149.08,3.938,89,11,True,0.11
25_11_01_04_00_04_15,DOWN,21,233.683,UP,81,252.934,19.251,102,-2,True,-0.02
25_11_01_04_00_04_15,UP,91,432.062,DOWN,9,440.393,8.331,100,0,True,0.0
25_11_01_04_00_04_15,UP,90,624.326,DOWN,13,649.263,24.937,103,-3,True,-0.03
25_11_01_04_00_04_15,DOWN,10,655.783,UP,85,667.746,11.963,95,5,True,0.05
25_11_01_04_00_04_15,UP,85,670.073,DOWN,11,670.763,0.69,96,4,True,0.04
25_11_01_04_00_04_15,UP,69,688.119,DOWN,30,716.928,28.809,99,1,True,0.01
25_11_01_04_00_04_15,UP,91,768.246,DOWN,10,794.039,25.793,101,-1,True,-0.01
25_11_01_04_00_04_15,DOWN,13,810.166,UP,90,838.049,27.883,103,-3,True,-0.03
25_11_01_04_00_04_15,DOWN,3,844.986,UP,92,854.093,9.107,95,5,True,0.05
25_11_01_04_00_04_15,DOWN,4,855.373,UP,93,855.731,0.358,97,3,True,0.03
25_11_01_05_00_05_15,UP,23,172.819,DOWN,77,177.992,5.173,100,0,True,0.0
25_11_01_05_00_05_15,DOWN,78,196.42,UP,22,206.79,10.37,100,0,True,0.0
25_11_01_05_00_05_15,DOWN,80,267.123,UP,17,283.204,16.081,97,3,True,0.03
25_11_01_06_00_06_15,DOWN,43,21.981,UP,56,34.992,13.011,99,1,True,0.01
25_11_01_06_00_06_15,UP,47,126.187,DOWN,46,137.016,10.829,93,7,True,0.07
25_11_01_06_00_06_15,DOWN,47,266.553,UP,52,286.058,19.505,99,1,True,0.01
25_11_01_06_00_06_15,UP,48,290.698,DOWN,49,298.669,7.971,97,3,True,0.03
25_11_01_06_00_06_15,UP,46,299.205,DOWN,51,320.143,20.938,97,3,True,0.03
25_11_01_07_00_07_15,UP,55,41.813,DOWN,47,60.213,18.4,102,-2,True,-0.02
25_11_01_07_00_07_15,UP,58,69.994,DOWN,45,97.713,27.719,103,-3,True,-0.03
25_11_01_07_00_07_15,UP,55,115.075,DOWN,44,118.957,3.882,99,1,True,0.01
25_11_01_07_00_07_15,DOWN,40,144.942,UP,55,160.603,15.661,95,5,True,0.05
25_11_01_07_00_07_15,UP,50,166.992,DOWN,50,182.563,15.571,100,0,True,0.0
25_11_01_07_00_07_15,UP,44,225.252,DOWN,53,241.518,16.266,97,3,True,0.03
25_11_01_07_00_07_15,DOWN,20,360.147,UP,80,363.052,2.905,100,0,True,0.0
25_11_01_08_00_08_15,DOWN,25,108.36,UP,76,115.532,7.172,101,-1,True,-0.01
25_11_01_08_00_08_15,UP,74,482.753,DOWN,21,512.741,29.988,95,5,True,0.05
25_11_01_08_00_08_15,UP,90,545.561,DOWN,12,555.673,10.112,102,-2,True,-0.02
25_11_01_09_00_09_15,DOWN,75,166.676,UP,29,185.158,18.482,104,-4,True,-0.04
25_11_01_09_00_09_15,DOWN,64,227.85,UP,34,244.335,16.485,98,2,True,0.02
25_11_01_09_00_09_15,DOWN,69,281.26,UP,35,292.253,10.993,104,-4,True,-0.04
25_11_01_09_00_09_15,UP,26,305.126,DOWN,74,329.819,24.693,100,0,True,0.0
25_11_01_09_00_09_15,UP,9,539.302,DOWN,89,561.081,21.779,98,2,True,0.02
25_11_01_09_00_09_15,DOWN,92,622.649,UP,8,645.764,23.115,100,0,True,0.0
25_11_01_09_00_09_15,DOWN,90,679.774,UP,7,681.091,1.317,97,3,True,0.03
25_11_01_09_00_09_15,UP,15,721.439,DOWN,84,724.219,2.78,99,1,True,0.01
25_11_01_09_00_09_15,DOWN,78,746.078,UP,19,760.448,14.37,97,3,True,0.03
25_11_01_09_00_09_15,DOWN,88,767.796,UP,8,774.279,6.483,96,4,True,0.04
25_11_01_09_00_09_15,UP,6,788.712,DOWN,98,806.238,17.526,104,-4,True,-0.04
25_11_01_09_00_09_15,DOWN,96,829.945,UP,4,849.94,19.995,100,0,True,0.0
25_11_01_10_00_10_15,UP,56,1.156,DOWN,41,3.909,2.753,97,3,True,0.03
25_11_01_10_00_10_15,DOWN,35,15.611,UP,69,39.901,24.29,104,-4,True,-0.04
25_11_01_10_00_10_15,DOWN,23,349.222,UP,71,349.947,0.725,94,6,True,0.06
25_11_01_10_00_10_15,UP,57,402.438,DOWN,44,414.543,12.105,101,-1,True,-0.01
25_11_01_10_00_10_15,DOWN,63,525.694,UP,40,532.917,7.223,103,-3,True,-0.03
25_11_01_10_00_10_15,DOWN,60,538.173,UP,41,558.478,20.305,101,-1,True,-0.01
25_11_01_10_00_10_15,UP,38,558.913,DOWN,65,579.186,20.273,103,-3,True,-0.03
25_11_01_10_00_10_15,DOWN,64,603.698,UP,25,608.998,5.3,89,11,True,0.11
25_11_01_10_00_10_15,UP,17,617.504,DOWN,84,624.23,6.726,101,-1,True,-0.01
25_11_01_10_00_10_15,UP,20,636.941,DOWN,82,649.043,12.102,102,-2,True,-0.02
25_11_01_10_00_10_15,UP,15,657.127,DOWN,80,661.759,4.632,95,5,True,0.05
25_11_01_10_00_10_15,UP,7,683.166,DOWN,96,694.249,11.083,103,-3,True,-0.03
25_11_01_11_00_11_15,DOWN,29,310.599,UP,69,330.316,19.717,98,2,True,0.02
25_11_01_11_00_11_15,DOWN,8,453.139,UP,88,463.895,10.756,96,4,True,0.04
25_11_01_11_00_11_15,DOWN,11,492.831,UP,90,520.783,27.952,101,-1,True,-0.01
25_11_01_12_00_12_15,UP,51,27.147,DOWN,50,47.981,20.834,101,-1,True,-0.01
25_11_01_12_00_12_15,UP,56,100.03,DOWN,46,123.305,23.275,102,-2,True,-0.02
25_11_01_12_00_12_15,UP,55,169.44,DOWN,48,190.846,21.406,103,-3,True,-0.03
25_11_01_12_00_12_15,UP,54,293.816,DOWN,45,307.566,13.75,99,1,True,0.01
25_11_01_12_00_12_15,UP,81,652.203,DOWN,22,671.438,19.235,103,-3,True,-0.03
25_11_01_12_00_12_15,DOWN,22,672.377,UP,76,676.905,4.528,98,2,True,0.02
25_11_01_12_00_12_15,DOWN,21,681.238,UP,83,707.329,26.091,104,-4,True,-0.04
25_11_01_12_00_12_15,UP,78,749.221,DOWN,20,760.296,11.075,98,2,True,0.02
25_11_01_12_00_12_15,UP,10,823.734,DOWN,82,826.528,2.794,92,8,True,0.08
25_11_01_12_00_12_15,UP,20,827.176,DOWN,79,831.264,4.088,99,1,True,0.01
25_11_01_12_00_12_15,UP,3,844.26,DOWN,95,846.311,2.051,98,2,True,0.02
25_11_01_12_00_12_15,DOWN,89,847.009,UP,10,854.494,7.485,99,1,True,0.01
25_11_01_13_00_13_15,UP,51,59.741,DOWN,48,69.545,9.804,99,1,True,0.01
25_11_01_13_00_13_15,UP,25,155.916,DOWN,79,184.288,28.372,104,-4,True,-0.04
25_11_01_13_00_13_15,DOWN,41,252.788,UP,56,265.741,12.953,97,3,True,0.03
25_11_01_14_00_14_15,UP,48,3.804,DOWN,43,9.732,5.928,91,9,True,0.09
25_11_01_14_00_14_15,UP,61,79.906,DOWN,41,99.791,19.885,102,-2,True,-0.02
25_11_01_14_00_14_15,DOWN,40,114.843,UP,61,144.765,29.922,101,-1,True,-0.01
25_11_01_14_00_14_15,DOWN,38,410.474,UP,59,420.449,9.975,97,3,True,0.03
25_11_01_14_00_14_15,DOWN,90,602.347,UP,5,619.931,17.584,95,5,True,0.05
25_11_01_15_00_15_15,DOWN,52,39.167,UP,49,69.494,30.327,101,-1,True,-0.01
25_11_01_15_00_15_15,DOWN,43,78.611,UP,47,85.725,7.114,90,10,True,0.1
25_11_01_15_00_15_15,UP,38,93.732,DOWN,61,95.447,1.715,99,1,True,0.01
25_11_01_15_00_15_15,UP,39,100.002,DOWN,59,111.723,11.721,98,2,True,0.02
25_11_01_15_00_15_15,UP,40,135.059,DOWN,61,144.805,9.746,101,-1,True,-0.01
25_11_01_16_00_16_15,DOWN,43,5.664,UP,54,23.092,17.428,97,3,True,0.03
25_11_01_16_00_16_15,UP,33,92.472,DOWN,67,108.59,16.118,100,0,True,0.0
25_11_01_16_00_16_15,UP,49,169.607,DOWN,50,171.97,2.363,99,1,True,0.01
25_11_01_16_00_16_15,DOWN,44,199.991,UP,56,227.549,27.558,100,0,True,0.0
25_11_01_16_00_16_15,DOWN,39,243.495,UP,59,252.238,8.743,98,2,True,0.02
25_11_01_16_00_16_15,UP,24,644.993,DOWN,80,666.475,21.482,104,-4,True,-0.04
25_11_01_16_00_16_15,UP,83,759.837,DOWN,17,763.302,3.465,100,0,True,0.0
25_11_01_16_00_16_15,UP,79,777.814,DOWN,18,791.576,13.762,97,3,True,0.03
25_11_01_16_00_16_15,DOWN,73,824.386,UP,16,824.717,0.331,89,11,True,0.11
25_11_01_17_00_17_15,UP,36,2.669,DOWN,52,4.59,1.921,88,12,True,0.12
25_11_01_17_00_17_15,DOWN,42,6.3,UP,53,19.235,12.935,95,5,True,0.05
25_11_01_17_00_17_15,UP,49,23.121,DOWN,52,31.614,8.493,101,-1,True,-0.01
25_11_01_17_00_17_15,UP,22,76.085,DOWN,75,77.709,1.624,97,3,True,0.03
25_11_01_17_00_17_15,UP,24,81.756,DOWN,76,90.847,9.091,100,0,True,0.0
25_11_01_17_00_17_15,UP,16,115.697,DOWN,82,131.991,16.294,98,2,True,0.02
25_11_01_17_00_17_15,DOWN,67,323.014,UP,29,328.514,5.5,96,4,True,0.04
25_11_01_18_00_18_15,UP,49,3.088,DOWN,54,18.689,15.601,103,-3,True,-0.03
25_11_01_18_00_18_15,UP,62,186.49,DOWN,35,204.355,17.865,97,3,True,0.03
25_11_01_18_00_18_15,DOWN,7,533.733,UP,77,541.367,7.634,84,16,True,0.16
25_11_01_18_00_18_15,DOWN,27,588.693,UP,77,616.428,27.735,104,-4,True,-0.04
25_11_01_20_00_20_15,DOWN,53,0.69,UP,42,7.117,6.427,95,5,True,0.05
25_11_01_20_00_20_15,DOWN,46,236.754,UP,50,247.671,10.917,96,4,True,0.04
25_11_01_20_00_20_15,DOWN,29,334.068,UP,71,350.944,16.876,100,0,True,0.0
25_11_01_20_00_20_15,UP,57,506.05,DOWN,46,521.685,15.635,103,-3,True,-0.03
25_11_01_20_00_20_15,DOWN,42,548.61,UP,61,574.037,25.427,103,-3,True,-0.03
25_11_01_20_00_20_15,UP,79,622.774,DOWN,21,638.729,15.955,100,0,True,0.0
25_11_01_20_00_20_15,UP,86,682.084,DOWN,12,692.35,10.266,98,2,True,0.02
25_11_01_21_00_21_15,UP,49,14.201,DOWN,43,18.006,3.805,92,8,True,0.08
25_11_01_21_00_21_15,DOWN,42,18.978,UP,56,25.515,6.537,98,2,True,0.02
25_11_01_21_00_21_15,UP,55,30.059,DOWN,44,56.67,26.611,99,1,True,0.01
25_11_01_21_00_21_15,DOWN,88,639.358,UP,14,655.597,16.239,102,-2,True,-0.02
25_11_01_22_00_22_15,UP,55,16.851,DOWN,34,20.27,3.419,89,11,True,0.11
25_11_01_22_00_22_15,DOWN,26,23.431,UP,78,49.227,25.796,104,-4,True,-0.04
25_11_01_22_00_22_15,UP,75,73.469,DOWN,24,98.72,25.251,99,1,True,0.01
25_11_01_22_00_22_15,UP,73,288.065,DOWN,23,300.985,12.92,96,4,True,0.04
25_11_01_22_00_22_15,UP,83,330.432,DOWN,16,332.939,2.507,99,1,True,0.01
25_11_01_22_00_22_15,UP,87,451.123,DOWN,11,458.6,7.477,98,2,True,0.02
25_11_01_23_00_23_15,UP,22,105.539,DOWN,78,122.996,17.457,100,0,True,0.0
25_11_01_23_00_23_15,UP,7,405.028,DOWN,93,410.348,5.32,100,0,True,0.0
25_11_01_23_00_23_15,DOWN,81,431.326,UP,18,458.823,27.497,99,1,True,0.01
25_11_01_23_00_23_15,DOWN,82,681.941,UP,17,694.22,12.279,99,1,True,0.01
25_11_02_00_00_00_15,DOWN,53,0.525,UP,47,12.872,12.347,100,0,True,0.0
25_11_02_00_00_00_15,UP,54,97.49,DOWN,49,119.546,22.056,103,-3,True,-0.03
25_11_02_00_00_00_15,DOWN,76,360.905,UP,27,381.05,20.145,103,-3,True,-0.03
25_11_02_00_00_00_15,DOWN,66,458.334,UP,38,479.419,21.085,104,-4,True,-0.04
25_11_02_00_00_00_15,DOWN,58,495.552,UP,37,500.256,4.704,95,5,True,0.05
25_11_02_00_00_00_15,UP,11,585.13,DOWN,83,585.441,0.311,94,6,True,0.06
25_11_02_00_00_00_15,UP,10,587.105,DOWN,88,588.189,1.084,98,2,True,0.02
25_11_02_00_00_00_15,DOWN,90,600.992,UP,7,616.63,15.638,97,3,True,0.03
25_11_02_00_00_00_15,UP,7,729.304,DOWN,93,737.14,7.836,100,0,True,0.0
25_11_02_01_00_01_15,UP,58,203.222,DOWN,38,219.643,16.421,96,4,True,0.04
25_11_02_01_00_01_15,DOWN,33,253.885,UP,66,268.308,14.423,99,1,True,0.01
25_11_02_01_00_01_15,UP,36,307.551,DOWN,63,310.085,2.534,99,1,True,0.01
25_11_02_01_00_01_15,DOWN,62,343.246,UP,38,362.663,19.417,100,0,True,0.0
25_11_02_01_00_01_15,UP,26,410.305,DOWN,75,435.137,24.832,101,-1,True,-0.01
